Sample	callRate	nCalled	nNotCalled	nHomRef	nHet	nHomVar	nSNP	nInsertion	nDeletion	nSingleton	nTransition	nTransversion	dpMean	dpStDev	gqMean	gqStDev	nNonRef	rTiTv	rHetHomVar	rInsertionDeletion
PIE_OGI694_001389_1	9.76480e-01	364104	8770	299843	42708	21553	75781	4470	5346	1071	52833	22948	7.59505e+01	7.81963e+01	8.00981e+01	3.28409e+01	64261	2.30229e+00	1.98153e+00	8.36139e-01
PIE_OGI504_001126_1	9.73779e-01	363097	9777	298450	43527	21120	75960	4425	5142	794	52949	23011	7.44525e+01	7.94465e+01	8.11884e+01	3.21195e+01	64647	2.30103e+00	2.06094e+00	8.60560e-01
PIE_OGI724_001439_1	9.76952e-01	364280	8594	299283	43672	21325	75964	4789	5308	215	52888	23076	8.78440e+01	9.23884e+01	8.21860e+01	3.18088e+01	64997	2.29191e+00	2.04792e+00	9.02223e-01
PIE_OGI299_001217_1	9.76115e-01	363968	8906	298525	44681	20762	76047	4514	5345	1156	53141	22906	7.38559e+01	7.67940e+01	8.03184e+01	3.25410e+01	65443	2.31996e+00	2.15206e+00	8.44528e-01
PIE_OGI841_001644_1	9.73570e-01	363019	9855	299485	42529	21005	74922	4340	5059	141	52154	22768	7.91952e+01	8.40679e+01	8.21176e+01	3.16135e+01	63534	2.29067e+00	2.02471e+00	8.57877e-01
PIE_OGI993_002030_1	9.76697e-01	364185	8689	300585	42580	21020	74446	4548	5352	621	52037	22409	7.35884e+01	7.52302e+01	8.20428e+01	3.15222e+01	63600	2.32215e+00	2.02569e+00	8.49776e-01
PIE_OGI834_001603_1	9.76697e-01	364185	8689	300543	42548	21094	74723	4505	5211	227	52114	22609	7.95427e+01	7.90978e+01	8.19101e+01	3.18406e+01	63642	2.30501e+00	2.01707e+00	8.64517e-01
PIE_OGI839_001638_1	9.75329e-01	363675	9199	300498	42113	21064	74529	4428	5065	467	51967	22562	7.56353e+01	7.61156e+01	8.19452e+01	3.17087e+01	63177	2.30330e+00	1.99929e+00	8.74235e-01
PIE_OGI237_001777_1	9.73653e-01	363050	9824	300872	41528	20650	73244	4309	5028	792	51199	22045	7.88693e+01	8.73726e+01	7.97367e+01	3.32039e+01	62178	2.32248e+00	2.01104e+00	8.57001e-01
PIE_OGI838_001629_1	9.73254e-01	362901	9973	299418	42188	21295	75388	4243	4916	462	52758	22630	7.02901e+01	7.20188e+01	8.01189e+01	3.27444e+01	63483	2.33133e+00	1.98112e+00	8.63100e-01
PIE_OGI849_001683_1	9.75600e-01	363776	9098	300568	42231	20977	74411	4466	5077	290	51965	22446	8.49184e+01	9.29456e+01	7.91339e+01	3.34552e+01	63208	2.31511e+00	2.01320e+00	8.79653e-01
PIE_OGI843_001654_1	9.74308e-01	363294	9580	299013	43633	20648	75079	4515	5136	237	52446	22633	6.56780e+01	6.08531e+01	8.06790e+01	3.23212e+01	64281	2.31724e+00	2.11318e+00	8.79089e-01
PIE_OGI828_001596_1	9.73517e-01	362999	9875	298935	42491	21573	75822	4479	5055	1040	52958	22864	7.18877e+01	7.48393e+01	7.99390e+01	3.29559e+01	64064	2.31622e+00	1.96964e+00	8.86053e-01
PIE_OGI844_001659_1	9.82973e-01	366525	6349	301419	44272	20834	75224	4816	5612	212	52371	22853	1.22864e+02	1.22491e+02	8.72234e+01	2.83419e+01	65106	2.29165e+00	2.12499e+00	8.58161e-01
PIE_OGI298_000653_1	9.75300e-01	363664	9210	301015	41646	21003	74034	4405	4985	234	51734	22300	7.69313e+01	8.29861e+01	8.08537e+01	3.24193e+01	62649	2.31991e+00	1.98286e+00	8.83651e-01
PIE_OGI694_001388_1	9.78583e-01	364888	7986	299263	44641	20984	76234	4677	5425	1233	53083	23151	8.28598e+01	8.23850e+01	8.34726e+01	3.07488e+01	65625	2.29290e+00	2.12738e+00	8.62120e-01
PIE_OGI849_001686_1	9.76829e-01	364234	8640	299993	43448	20793	74947	4618	5238	631	52167	22780	9.56462e+01	1.02473e+02	8.25927e+01	3.16061e+01	64241	2.29004e+00	2.08955e+00	8.81634e-01
PIE_OGI287_000618_1	9.76957e-01	364282	8592	300773	42369	21140	74777	4464	5169	600	52220	22557	8.16469e+01	8.49182e+01	8.19568e+01	3.17772e+01	63509	2.31502e+00	2.00421e+00	8.63610e-01
PIE_OGI298_000654_1	9.75622e-01	363784	9090	299760	42867	21157	75270	4541	5123	686	52525	22745	7.43893e+01	8.05573e+01	8.09350e+01	3.22258e+01	64024	2.30930e+00	2.02614e+00	8.86395e-01
PIE_OGI843_001655_1	9.74458e-01	363350	9524	298757	43582	21011	75520	4557	5274	321	52648	22872	7.58807e+01	7.43338e+01	8.04357e+01	3.26210e+01	64593	2.30185e+00	2.07425e+00	8.64050e-01
PIE_OGI853_001708_1	9.75898e-01	363887	8987	298546	42153	23188	78147	4504	5603	2901	54471	23676	8.20067e+01	8.91174e+01	8.17310e+01	3.20120e+01	65341	2.30068e+00	1.81788e+00	8.03855e-01
PIE_OGI419_000905_1	9.75952e-01	363907	8967	299977	42991	20939	75113	4414	5123	805	52426	22687	7.92923e+01	8.51342e+01	8.14598e+01	3.20149e+01	63930	2.31084e+00	2.05315e+00	8.61605e-01
PIE_OGI691_001381_1	9.76713e-01	364191	8683	300181	43135	20875	74692	4582	5400	240	52107	22585	6.89113e+01	7.52449e+01	8.09256e+01	3.20940e+01	64010	2.30715e+00	2.06635e+00	8.48519e-01
PIE_OGI847_001675_1	9.77043e-01	364314	8560	288764	53987	21563	86024	5000	5858	292	60211	25813	7.00607e+01	6.55942e+01	8.28958e+01	3.10402e+01	75550	2.33258e+00	2.50369e+00	8.53534e-01
PIE_OGI851_001697_1	9.81318e-01	365908	6966	302097	43009	20802	73652	5048	5681	737	51655	21997	6.29679e+01	5.69862e+01	8.28271e+01	3.00666e+01	63811	2.34827e+00	2.06754e+00	8.88576e-01
PIE_OGI851_001696_1	9.77319e-01	364417	8457	300113	43246	21058	74994	4758	5357	635	52472	22522	8.29893e+01	8.63145e+01	8.23694e+01	3.15408e+01	64304	2.32981e+00	2.05366e+00	8.88184e-01
PIE_OGI838_001627_1	9.72084e-01	362465	10409	299590	40294	22581	75933	4339	4945	401	53053	22880	6.59058e+01	6.74886e+01	7.89955e+01	3.32901e+01	62875	2.31875e+00	1.78442e+00	8.77452e-01
PIE_OGI837_001625_1	9.73361e-01	362941	9933	299938	41650	21353	75108	4141	4867	432	52365	22743	7.67206e+01	8.28557e+01	8.10585e+01	3.23833e+01	63003	2.30247e+00	1.95055e+00	8.50832e-01
PIE_OGI834_001606_1	9.74034e-01	363192	9682	301003	41339	20850	73780	4159	4842	309	51471	22309	6.67393e+01	6.78771e+01	7.97194e+01	3.27641e+01	62189	2.30719e+00	1.98269e+00	8.58943e-01
PIE_OGI857_001732_1	9.76708e-01	364189	8685	300764	42696	20729	74348	4337	5206	1127	51742	22606	9.49555e+01	1.07836e+02	8.32497e+01	3.10529e+01	63425	2.28886e+00	2.05972e+00	8.33077e-01
PIE_OGI902_001830_1	9.77837e-01	364610	8264	299842	44018	20750	75403	4442	5402	203	52542	22861	8.38080e+01	8.85276e+01	8.38690e+01	3.05786e+01	64768	2.29832e+00	2.12135e+00	8.22288e-01
PIE_OGI844_001665_1	9.70352e-01	361819	11055	299355	42090	20374	73643	4105	4831	431	51185	22458	6.79170e+01	7.10611e+01	7.90164e+01	3.34006e+01	62464	2.27914e+00	2.06587e+00	8.49721e-01
PIE_OGI298_001035_1	9.75311e-01	363668	9206	300285	42549	20834	74340	4507	5110	575	51975	22365	7.03767e+01	7.05722e+01	8.08716e+01	3.21763e+01	63383	2.32394e+00	2.04229e+00	8.81996e-01
PIE_OGI993_002031_1	9.76724e-01	364195	8679	300290	43020	20885	74477	4661	5408	782	51946	22531	7.02826e+01	7.12597e+01	8.17007e+01	3.16712e+01	63905	2.30553e+00	2.05985e+00	8.61871e-01
PIE_OGI949_001908_1	9.77083e-01	364329	8545	299975	43038	21316	75155	4772	5472	672	52368	22787	7.04535e+01	6.93089e+01	8.04797e+01	3.26721e+01	64354	2.29815e+00	2.01905e+00	8.72076e-01
PIE_OGI855_001722_1	9.74318e-01	363298	9576	300737	39041	23520	75931	4428	5480	1418	52933	22998	7.32084e+01	7.96300e+01	8.11822e+01	3.21342e+01	62561	2.30163e+00	1.65991e+00	8.08029e-01
PIE_OGI590_001917_1	9.76850e-01	364242	8632	300792	42587	20863	74204	4575	5317	644	51719	22485	7.26189e+01	7.53306e+01	8.15895e+01	3.18346e+01	63450	2.30016e+00	2.04127e+00	8.60448e-01
PIE_OGI841_001647_1	9.73165e-01	362868	10006	300290	41629	20949	73914	4323	5034	446	51519	22395	7.33547e+01	7.58682e+01	8.09428e+01	3.23393e+01	62578	2.30047e+00	1.98716e+00	8.58760e-01
PIE_OGI287_000619_1	9.73310e-01	362922	9952	300615	41691	20616	73450	4312	4907	677	51182	22268	7.64704e+01	8.37469e+01	8.06496e+01	3.26313e+01	62307	2.29846e+00	2.02226e+00	8.78745e-01
PIE_OGI691_001382_1	9.76453e-01	364094	8780	300944	41898	21252	74530	4504	5146	666	52014	22516	6.60151e+01	6.74706e+01	8.01915e+01	3.23578e+01	63150	2.31009e+00	1.97149e+00	8.75243e-01
PIE_OGI902_001828_1	9.73315e-01	362924	9950	298717	43550	20657	75088	4343	5202	542	52227	22861	7.34446e+01	8.15123e+01	8.07005e+01	3.25249e+01	64207	2.28455e+00	2.10824e+00	8.34871e-01
PIE_OGI948_001906_1	9.78454e-01	364840	8034	300091	43781	20968	75357	4629	5475	739	52588	22769	7.93909e+01	8.23440e+01	8.29738e+01	3.10690e+01	64749	2.30963e+00	2.08799e+00	8.45479e-01
PIE_OGI847_001677_1	9.76056e-01	363946	8928	288373	53769	21804	86475	4968	5642	4978	60469	26006	7.62251e+01	7.57349e+01	8.20319e+01	3.17571e+01	75573	2.32519e+00	2.46602e+00	8.80539e-01
PIE_OGI849_001687_1	9.71999e-01	362433	10441	299985	41943	20505	73532	4222	4953	620	51477	22055	7.87453e+01	8.45338e+01	7.96408e+01	3.33567e+01	62448	2.33403e+00	2.04550e+00	8.52413e-01
PIE_OGI943_001894_1	9.75740e-01	363828	9046	300095	42503	21230	75146	4463	5127	642	52499	22647	6.91337e+01	7.47508e+01	8.06174e+01	3.24072e+01	63733	2.31814e+00	2.00203e+00	8.70490e-01
PIE_OGI499_001027_1	9.74157e-01	363238	9636	301271	41163	20804	73167	4312	5023	612	50998	22169	7.44040e+01	7.80302e+01	8.11192e+01	3.22425e+01	61967	2.30042e+00	1.97861e+00	8.58451e-01
PIE_OGI724_001766_1	9.73736e-01	363081	9793	299133	42808	21140	75645	4404	4790	205	52825	22820	6.46931e+01	6.51464e+01	7.91815e+01	3.31298e+01	63948	2.31486e+00	2.02498e+00	9.19415e-01
PIE_OGI843_001657_1	9.82632e-01	366398	6476	300454	45042	20902	75495	5329	5778	661	52599	22896	1.24733e+02	1.05741e+02	8.99540e+01	2.53908e+01	65944	2.29730e+00	2.15491e+00	9.22291e-01
PIE_OGI948_001905_1	9.76115e-01	363968	8906	299667	43133	21168	75216	4602	5367	684	52596	22620	6.94822e+01	6.92143e+01	8.13590e+01	3.18860e+01	64301	2.32520e+00	2.03765e+00	8.57462e-01
PIE_OGI835_001610_1	9.83010e-01	366539	6335	300921	44714	20904	75647	4872	5727	1202	52581	23066	1.16780e+02	1.14932e+02	8.71356e+01	2.84572e+01	65618	2.27959e+00	2.13902e+00	8.50707e-01
PIE_OGI834_001604_1	9.72001e-01	362434	10440	300406	41545	20483	73314	4209	4757	227	51233	22081	6.53060e+01	6.67749e+01	7.87413e+01	3.33801e+01	62028	2.32023e+00	2.02827e+00	8.84801e-01
PIE_OGI313_000747_1	9.74471e-01	363355	9519	299331	42962	21062	75127	4410	5269	679	52320	22807	7.14181e+01	6.33891e+01	8.17665e+01	3.22900e+01	64024	2.29403e+00	2.03979e+00	8.36971e-01
PIE_OGI828_001595_1	9.75209e-01	363630	9244	299236	42861	21533	76092	4442	5107	812	53110	22982	7.97809e+01	8.30406e+01	8.16587e+01	3.18642e+01	64394	2.31094e+00	1.99048e+00	8.69787e-01
PIE_OGI843_001658_1	9.77164e-01	364359	8515	301391	41976	20992	74076	4439	5232	371	51962	22114	6.70986e+01	6.30347e+01	8.19169e+01	3.15256e+01	62968	2.34973e+00	1.99962e+00	8.48433e-01
PIE_OGI827_001591_1	9.78674e-01	364922	7952	302842	40881	21199	73288	4647	5100	153	51209	22079	7.82821e+01	8.22289e+01	8.24679e+01	3.09926e+01	62080	2.31935e+00	1.92844e+00	9.11176e-01
PIE_OGI773_001512_1	9.75439e-01	363716	9158	300273	42632	20811	74380	4493	5149	610	52077	22303	8.14774e+01	8.53392e+01	8.24190e+01	3.13897e+01	63443	2.33498e+00	2.04853e+00	8.72597e-01
PIE_OGI237_001776_1	9.73522e-01	363001	9873	299139	42856	21006	75244	4297	5080	696	52547	22697	7.53912e+01	7.72949e+01	8.02832e+01	3.29631e+01	63862	2.31515e+00	2.04018e+00	8.45866e-01
PIE_OGI299_000655_1	9.77006e-01	364300	8574	298760	44452	21088	76367	4620	5404	267	53274	23093	7.43507e+01	7.91018e+01	8.20420e+01	3.15804e+01	65540	2.30693e+00	2.10793e+00	8.54922e-01
PIE_OGI839_001637_1	9.73399e-01	362955	9919	300664	40845	21446	74469	4149	4875	505	52161	22308	6.91546e+01	7.39381e+01	7.98474e+01	3.28666e+01	62291	2.33822e+00	1.90455e+00	8.51077e-01
PIE_OGI949_001909_1	9.77732e-01	364571	8303	301296	42617	20658	73667	4641	5345	699	51551	22116	6.47100e+01	6.17519e+01	8.09244e+01	3.21195e+01	63275	2.33094e+00	2.06298e+00	8.68288e-01
PIE_OGI846_001673_1	9.75128e-01	363600	9274	300630	41919	21051	74234	4454	5092	961	51887	22347	7.77864e+01	7.97460e+01	8.06686e+01	3.28435e+01	62970	2.32188e+00	1.99131e+00	8.74705e-01
PIE_OGI836_001619_1	9.75281e-01	363657	9217	300451	42218	20988	74514	4398	5024	742	51904	22610	6.93404e+01	7.09185e+01	8.02032e+01	3.25964e+01	63206	2.29562e+00	2.01153e+00	8.75398e-01
PIE_OGI536_001100_1	9.75842e-01	363866	9008	299568	42983	21315	75579	4528	5234	735	52787	22792	7.58335e+01	8.12351e+01	8.15986e+01	3.18560e+01	64298	2.31603e+00	2.01656e+00	8.65113e-01
PIE_OGI943_001892_1	9.76625e-01	364158	8716	300129	42936	21093	75231	4465	5169	211	52475	22756	6.95337e+01	7.36916e+01	8.06803e+01	3.21818e+01	64029	2.30599e+00	2.03556e+00	8.63803e-01
PIE_OGI917_001854_1	9.75557e-01	363760	9114	299731	42951	21078	74942	4568	5313	871	52462	22480	6.49999e+01	6.60306e+01	8.06616e+01	3.22533e+01	64029	2.33372e+00	2.03772e+00	8.59778e-01
PIE_OGI299_000656_1	9.78103e-01	364709	8165	299343	44146	21220	76126	4670	5519	1161	53078	23048	7.15824e+01	7.61821e+01	8.13335e+01	3.19327e+01	65366	2.30293e+00	2.08040e+00	8.46168e-01
PIE_OGI836_001615_1	9.76437e-01	364088	8786	300375	42804	20909	74757	4456	5145	166	52301	22456	7.53457e+01	7.86091e+01	8.14747e+01	3.19517e+01	63713	2.32904e+00	2.04716e+00	8.66084e-01
PIE_OGI839_001631_1	9.76700e-01	364186	8688	299905	43048	21233	75490	4496	5267	215	52577	22913	8.33460e+01	8.47826e+01	8.22895e+01	3.17838e+01	64281	2.29464e+00	2.02741e+00	8.53617e-01
PIE_OGI419_000906_1	9.70620e-01	361919	10955	300781	38571	22567	74486	4164	4738	716	52138	22348	6.48446e+01	6.88330e+01	7.90070e+01	3.31432e+01	61138	2.33301e+00	1.70918e+00	8.78852e-01
PIE_OGI724_001441_1	9.74286e-01	363286	9588	298979	43458	20849	75412	4464	5002	509	52679	22733	6.80528e+01	6.94564e+01	7.98385e+01	3.28196e+01	64307	2.31729e+00	2.08442e+00	8.92443e-01
PIE_OGI287_000617_1	9.76721e-01	364194	8680	300817	42622	20755	74131	4538	5196	209	51553	22578	8.99087e+01	9.42209e+01	8.32819e+01	3.10821e+01	63377	2.28333e+00	2.05358e+00	8.73364e-01
PIE_OGI837_001620_1	9.74203e-01	363255	9619	300371	42132	20752	74087	4293	5013	135	51634	22453	7.76846e+01	7.98558e+01	8.19302e+01	3.17768e+01	62884	2.29965e+00	2.03026e+00	8.56373e-01
PIE_OGI497_001022_1	9.74450e-01	363347	9527	300288	42426	20633	74123	4294	4994	638	51844	22279	7.27978e+01	7.87916e+01	8.02661e+01	3.25918e+01	63059	2.32703e+00	2.05622e+00	8.59832e-01
PIE_OGI536_001099_1	9.76496e-01	364110	8764	300210	43179	20721	74778	4451	5146	663	52197	22581	8.52682e+01	9.24636e+01	8.23367e+01	3.15247e+01	63900	2.31155e+00	2.08383e+00	8.64944e-01
PIE_OGI313_001330_1	9.74659e-01	363425	9449	299657	42781	20987	75046	4414	5067	762	52226	22820	7.31637e+01	7.34537e+01	8.13615e+01	3.21628e+01	63768	2.28861e+00	2.03845e+00	8.71127e-01
PIE_OGI917_001853_1	9.76609e-01	364152	8722	299572	43921	20659	74993	4688	5339	786	52343	22650	7.16939e+01	7.33537e+01	8.15691e+01	3.18140e+01	64580	2.31095e+00	2.12600e+00	8.78067e-01
PIE_OGI838_001628_1	9.70475e-01	361865	11009	299059	40823	21983	75514	4146	4844	425	52806	22708	6.37991e+01	6.63053e+01	7.87015e+01	3.32699e+01	62806	2.32544e+00	1.85703e+00	8.55904e-01
PIE_OGI845_001667_1	9.73959e-01	363164	9710	300437	41909	20818	73998	4291	4992	173	51531	22467	7.29844e+01	7.78702e+01	8.06537e+01	3.23589e+01	62727	2.29363e+00	2.01311e+00	8.59575e-01
PIE_OGI827_001593_1	9.74723e-01	363449	9425	299240	43180	21029	75407	4478	5082	880	52552	22855	7.55987e+01	8.08165e+01	8.08072e+01	3.24773e+01	64209	2.29937e+00	2.05335e+00	8.81149e-01
PIE_OGI419_000891_1	9.75938e-01	363902	8972	298894	44220	20788	75949	4429	5197	224	52869	23080	8.24280e+01	8.52304e+01	8.22131e+01	3.16872e+01	65008	2.29068e+00	2.12719e+00	8.52222e-01
PIE_OGI852_001704_1	9.74206e-01	363256	9618	301295	38136	23825	75808	4436	5283	1372	52912	22896	6.82358e+01	7.13565e+01	8.09927e+01	3.20151e+01	61961	2.31097e+00	1.60067e+00	8.39674e-01
