Sample	callRate	nCalled	nNotCalled	nHomRef	nHet	nHomVar	nSNP	nInsertion	nDeletion	nSingleton	nTransition	nTransversion	dpMean	dpStDev	gqMean	gqStDev	nNonRef	rTiTv	rHetHomVar	rInsertionDeletion
91806071	9.48732e-01	784445	42390	741394	24206	18845	51155	4914	5827	265	35687	15468	1.07543e+02	8.17726e+01	8.65094e+01	2.65899e+01	43051	2.30715e+00	1.28448e+00	8.43316e-01
91792030	9.56918e-01	791213	35622	750380	23783	17050	47758	4448	5677	309	33917	13841	7.58206e+01	6.02914e+01	8.49101e+01	2.70996e+01	40833	2.45047e+00	1.39490e+00	7.83512e-01
AU-19701_2	9.54281e-01	789033	37802	744905	26303	17825	51521	4862	5570	113	35527	15994	1.07538e+02	7.75934e+01	8.78958e+01	2.53418e+01	44128	2.22127e+00	1.47562e+00	8.72890e-01
91790998a	9.59114e-01	793029	33806	750924	23623	18482	50825	4346	5416	210	35807	15018	4.02399e+01	3.75014e+01	7.14061e+01	3.28111e+01	42105	2.38427e+00	1.27816e+00	8.02437e-01
AU-20302_1	9.31697e-01	770360	56475	730411	22200	17749	48468	3948	5282	85	33978	14490	4.51076e+01	4.01607e+01	7.22246e+01	3.38168e+01	39949	2.34493e+00	1.25077e+00	7.47444e-01
AU-2001_1	9.25905e-01	765571	61264	730678	17751	17142	42957	4039	5039	23	30105	12852	1.11717e+02	9.00594e+01	8.51172e+01	2.80988e+01	34893	2.34244e+00	1.03553e+00	8.01548e-01
1050797340a	9.55732e-01	790233	36602	750758	21818	17657	47693	4093	5346	151	33744	13949	5.20080e+01	4.73239e+01	7.63194e+01	3.19256e+01	39475	2.41910e+00	1.23566e+00	7.65619e-01
91807357	9.52191e-01	787305	39530	742232	25672	19401	53887	5061	5526	168	36767	17120	7.24219e+01	6.12303e+01	8.11034e+01	3.06854e+01	45073	2.14761e+00	1.32323e+00	9.15852e-01
91801645	9.40473e-01	777616	49219	732483	27764	17369	50882	5582	6038	398	33783	17099	9.21325e+01	7.75532e+01	8.31068e+01	2.93743e+01	45133	1.97573e+00	1.59848e+00	9.24478e-01
91790565a	9.54217e-01	788980	37855	747864	23735	17381	48855	4298	5344	119	34444	14411	3.74266e+01	3.50873e+01	6.93582e+01	3.32415e+01	41116	2.39012e+00	1.36557e+00	8.04266e-01
1050791898	9.64127e-01	797174	29661	754587	26124	16463	48919	4287	5844	11	34921	13998	5.07791e+01	4.62279e+01	7.69875e+01	3.11811e+01	42587	2.49471e+00	1.58683e+00	7.33573e-01
AU-8401_2	9.40030e-01	777250	49585	741338	18758	17154	43508	4134	5424	53	30295	13213	4.99775e+01	4.61556e+01	7.51952e+01	3.23073e+01	35912	2.29282e+00	1.09351e+00	7.62168e-01
91802241	9.51844e-01	787018	39817	742383	27133	17502	51647	4982	5508	176	35332	16315	7.76114e+01	6.43733e+01	8.21575e+01	3.00741e+01	44635	2.16561e+00	1.55028e+00	9.04503e-01
91805375	9.55339e-01	789908	36927	750340	22522	17046	46893	4270	5451	25	33321	13572	6.39297e+01	5.53115e+01	8.12804e+01	2.95559e+01	39568	2.45513e+00	1.32125e+00	7.83343e-01
91791039a	9.58686e-01	792675	34160	752757	22301	17617	47854	4205	5476	199	33599	14255	5.55185e+01	4.99321e+01	7.80354e+01	3.11256e+01	39918	2.35700e+00	1.26588e+00	7.67896e-01
1050797315a	9.48007e-01	783845	42990	741138	25895	16812	49367	4459	5693	331	34754	14613	6.33554e+01	5.49062e+01	8.05523e+01	3.01674e+01	42707	2.37829e+00	1.54027e+00	7.83243e-01
MC-32902_91804480	9.61621e-01	795102	31733	753303	22848	18951	50390	4472	5888	223	35926	14464	6.77811e+01	5.79644e+01	8.18116e+01	2.93152e+01	41799	2.48382e+00	1.20564e+00	7.59511e-01
91791576	9.54196e-01	788963	37872	749437	22425	17101	46754	4300	5573	162	33253	13501	7.28946e+01	6.14830e+01	8.30089e+01	2.87836e+01	39526	2.46300e+00	1.31133e+00	7.71577e-01
91791063a	9.56291e-01	790695	36140	750761	22709	17225	47476	4261	5422	157	33445	14031	5.97561e+01	5.28648e+01	7.94812e+01	3.05289e+01	39934	2.38365e+00	1.31837e+00	7.85872e-01
91806087	9.51749e-01	786939	39896	741121	28055	17763	52690	4956	5935	352	36322	16368	1.16176e+02	8.33795e+01	8.84241e+01	2.48933e+01	45818	2.21909e+00	1.57941e+00	8.35046e-01
91790646	9.43607e-01	780207	46628	740959	22337	16911	46514	4299	5346	126	32555	13959	3.84272e+01	3.68968e+01	6.89298e+01	3.35790e+01	39248	2.33219e+00	1.32086e+00	8.04153e-01
90126738	9.63913e-01	796997	29838	754856	25850	16291	48498	4312	5622	308	34673	13825	4.60031e+01	4.27917e+01	7.43991e+01	3.20456e+01	42141	2.50799e+00	1.58677e+00	7.66987e-01
1065763469	9.66325e-01	798991	27844	755289	24994	18708	51933	4448	6029	475	37010	14923	5.09656e+01	4.58265e+01	7.71430e+01	3.10610e+01	43702	2.48006e+00	1.33601e+00	7.37767e-01
AU-11902_3	9.44805e-01	781198	45637	741906	21931	17361	47911	3998	4744	39	33996	13915	1.10527e+02	8.93174e+01	8.48080e+01	2.83400e+01	39292	2.44312e+00	1.26323e+00	8.42749e-01
06HI4870A	9.38422e-01	775920	50915	737939	20770	17211	46623	3909	4660	236	33099	13524	1.15225e+02	8.97716e+01	8.52930e+01	2.82962e+01	37981	2.44743e+00	1.20679e+00	8.38841e-01
AU-24101_1	9.53316e-01	788235	38600	747511	23307	17417	49261	4083	4797	88	34968	14293	1.12367e+02	8.96524e+01	8.53893e+01	2.78366e+01	40724	2.44651e+00	1.33818e+00	8.51157e-01
AU-17501_1	9.54513e-01	789225	37610	748586	22562	18077	48972	4281	5463	110	34485	14487	5.30190e+01	4.74168e+01	7.78203e+01	3.11126e+01	40639	2.38041e+00	1.24811e+00	7.83635e-01
1050793185	9.63511e-01	796665	30170	755280	25414	15971	47518	4227	5611	80	33968	13550	4.66896e+01	4.35624e+01	7.44985e+01	3.21096e+01	41385	2.50686e+00	1.59126e+00	7.53342e-01
1050802115a	9.52114e-01	787241	39594	748883	20517	17841	46526	4171	5502	164	32514	14012	6.96360e+01	5.94244e+01	8.19321e+01	2.93329e+01	38358	2.32044e+00	1.14999e+00	7.58088e-01
1050797444a	9.45124e-01	781462	45373	745547	20557	15358	41530	4206	5537	91	29544	11986	1.10034e+02	7.72832e+01	8.96563e+01	2.32082e+01	35915	2.46488e+00	1.33852e+00	7.59617e-01
91791350	9.58277e-01	792337	34498	750956	23562	17819	49425	4289	5486	58	34928	14497	6.16872e+01	5.30418e+01	8.05032e+01	3.00725e+01	41381	2.40933e+00	1.32230e+00	7.81808e-01
AU-18101_1	9.57913e-01	792036	34799	749848	24473	17715	49951	4349	5603	147	35597	14354	4.84049e+01	4.44155e+01	7.56790e+01	3.17631e+01	42188	2.47994e+00	1.38148e+00	7.76191e-01
91803714	9.47047e-01	783052	43783	734726	29623	18703	55403	5603	6023	319	37076	18327	7.83550e+01	7.04979e+01	8.00169e+01	3.13473e+01	48326	2.02303e+00	1.58386e+00	9.30267e-01
1050797394a	9.54219e-01	788982	37853	747452	24373	17157	48769	4277	5641	135	34338	14431	5.25260e+01	4.82058e+01	7.66590e+01	3.16968e+01	41530	2.37946e+00	1.42059e+00	7.58199e-01
91805989	9.50981e-01	786304	40531	746652	22085	17567	47333	4249	5637	241	33494	13839	6.69475e+01	5.75682e+01	8.14401e+01	2.96852e+01	39652	2.42026e+00	1.25719e+00	7.53770e-01
AU-1903_1	9.46627e-01	782704	44131	742979	23035	16690	47485	4061	4869	92	33681	13804	1.10325e+02	9.05535e+01	8.43971e+01	2.86649e+01	39725	2.43994e+00	1.38017e+00	8.34052e-01
AU-3201_1	9.55753e-01	790250	36585	747132	23964	19154	51827	4844	5601	39	36057	15770	1.08301e+02	7.82791e+01	8.76754e+01	2.55304e+01	43118	2.28643e+00	1.25112e+00	8.64846e-01
1050797319a	9.52206e-01	787317	39518	747435	22431	17451	47475	4253	5605	166	33315	14160	6.34235e+01	5.61153e+01	7.95751e+01	3.08935e+01	39882	2.35275e+00	1.28537e+00	7.58787e-01
91802816	9.34221e-01	772447	54388	726905	27838	17704	52044	5126	6076	1059	35918	16126	9.16224e+01	7.70674e+01	8.31331e+01	2.94026e+01	45542	2.22733e+00	1.57241e+00	8.43647e-01
1050797509a	9.56370e-01	790760	36075	751486	20587	18687	48041	4254	5666	142	33971	14070	1.06702e+02	7.50153e+01	8.94359e+01	2.34388e+01	39274	2.41443e+00	1.10167e+00	7.50794e-01
1050792973	9.59153e-01	793061	33774	750366	27039	15656	48256	4305	5790	45	34541	13715	4.41725e+01	4.06671e+01	7.41875e+01	3.21154e+01	42695	2.51848e+00	1.72707e+00	7.43523e-01
91791072a	9.58498e-01	792520	34315	751858	23236	17426	48555	4158	5375	137	34176	14379	4.64137e+01	4.21358e+01	7.48926e+01	3.21302e+01	40662	2.37680e+00	1.33341e+00	7.73581e-01
1050797499a	9.51810e-01	786990	39845	746917	22962	17111	47135	4360	5689	212	33423	13712	8.22316e+01	6.53830e+01	8.54477e+01	2.70339e+01	40073	2.43750e+00	1.34194e+00	7.66391e-01
AU-7701_2	9.52858e-01	787856	38979	748170	22262	17424	47457	4327	5326	63	33329	14128	4.98556e+01	4.57352e+01	7.58537e+01	3.19576e+01	39686	2.35907e+00	1.27766e+00	8.12430e-01
1050791882	9.63447e-01	796612	30223	754244	25989	16379	48710	4336	5701	27	34843	13867	4.65439e+01	4.35087e+01	7.45238e+01	3.20517e+01	42368	2.51266e+00	1.58673e+00	7.60568e-01
1050791135	9.61813e-01	795261	31574	752190	23429	19642	52414	4444	5855	232	37444	14970	5.15179e+01	4.73787e+01	7.58885e+01	3.22851e+01	43071	2.50127e+00	1.19280e+00	7.59009e-01
91807591	9.51681e-01	786883	39952	742713	26470	17700	51723	4520	5627	572	36479	15244	5.77341e+01	5.00853e+01	7.94382e+01	3.06614e+01	44170	2.39301e+00	1.49548e+00	8.03270e-01
91803051	9.56916e-01	791212	35623	751184	22320	17708	48078	4273	5385	165	33767	14311	6.14045e+01	5.28017e+01	8.05385e+01	3.01000e+01	40028	2.35951e+00	1.26045e+00	7.93500e-01
90126776	9.38540e-01	776018	50817	742097	19401	14520	38394	4392	5655	219	27243	11151	7.53735e+01	7.09875e+01	8.07722e+01	2.96247e+01	33921	2.44310e+00	1.33616e+00	7.76658e-01
CH-3801_90125571	9.06735e-01	749720	77115	704826	26359	18535	52250	5759	5420	312	37424	14826	4.04042e+01	4.93717e+01	6.02796e+01	3.73981e+01	44894	2.52421e+00	1.42212e+00	1.06255e+00
91791467	9.46928e-01	782953	43882	743039	20358	19556	49726	4346	5398	45	34917	14809	4.13755e+01	3.88638e+01	7.10275e+01	3.32745e+01	39914	2.35782e+00	1.04101e+00	8.05113e-01
91803493	9.52777e-01	787789	39046	748917	20674	18198	47117	4305	5648	210	33212	13905	6.86751e+01	5.87692e+01	8.20450e+01	2.92407e+01	38872	2.38849e+00	1.13606e+00	7.62217e-01
91789425a	9.53541e-01	788421	38414	750043	22548	15830	44509	4187	5512	63	31961	12548	1.08148e+02	7.61322e+01	8.98192e+01	2.29096e+01	38378	2.54710e+00	1.42438e+00	7.59615e-01
91790797	9.56811e-01	791125	35710	750085	23239	17801	49169	4190	5482	113	34813	14356	6.35223e+01	5.43644e+01	8.09393e+01	2.99951e+01	41040	2.42498e+00	1.30549e+00	7.64320e-01
1050793113	9.68895e-01	801116	25719	758470	25568	17078	49274	4516	5934	290	35140	14134	7.24094e+01	5.99950e+01	8.41436e+01	2.73733e+01	42646	2.48620e+00	1.49713e+00	7.61038e-01
1050802182a	9.51553e-01	786777	40058	746407	22576	17794	48485	4305	5374	296	34148	14337	4.17419e+01	3.90978e+01	7.16203e+01	3.30128e+01	40370	2.38181e+00	1.26874e+00	8.01079e-01
1050797330a	9.52461e-01	787528	39307	747552	22064	17912	48077	4351	5460	250	33771	14306	6.41522e+01	5.49568e+01	8.08887e+01	2.99502e+01	39976	2.36062e+00	1.23180e+00	7.96886e-01
91808254	9.61688e-01	795157	31678	753712	25358	16087	47587	4228	5717	97	34007	13580	5.62526e+01	5.07301e+01	7.85021e+01	3.06710e+01	41445	2.50420e+00	1.57630e+00	7.39549e-01
AU-16001_2	9.52275e-01	787374	39461	746579	22841	17954	48940	4298	5511	62	34506	14434	4.94493e+01	4.55008e+01	7.54906e+01	3.21707e+01	40795	2.39061e+00	1.27220e+00	7.79895e-01
91791565	9.43491e-01	780111	46724	739084	22759	18268	48652	4793	5850	160	33381	15271	8.74944e+01	7.31961e+01	8.28572e+01	2.94893e+01	41027	2.18591e+00	1.24584e+00	8.19316e-01
AU-7801_2	9.52807e-01	787814	39021	748686	20769	18359	47843	4235	5409	79	33483	14360	5.45691e+01	4.94876e+01	7.74345e+01	3.13800e+01	39128	2.33169e+00	1.13127e+00	7.82954e-01
AU-14501_1	9.52529e-01	787584	39251	747923	21945	17716	47639	4234	5504	87	33402	14237	5.13740e+01	4.68116e+01	7.65712e+01	3.16372e+01	39661	2.34614e+00	1.23871e+00	7.69259e-01
1050791440	9.67542e-01	799998	26837	758582	24096	17320	48692	4243	5801	52	34733	13959	6.57245e+01	5.63122e+01	8.20832e+01	2.87204e+01	41416	2.48822e+00	1.39122e+00	7.31426e-01
AU-4006_3	9.59139e-01	793050	33785	750574	24794	17682	51430	3919	4809	261	36705	14725	1.04709e+02	8.59220e+01	8.44675e+01	2.84807e+01	42476	2.49270e+00	1.40222e+00	8.14930e-01
91791895	9.61153e-01	794715	32120	753285	22340	19090	50568	4284	5668	157	36080	14488	7.79828e+01	6.39210e+01	8.43914e+01	2.77477e+01	41430	2.49034e+00	1.17025e+00	7.55822e-01
1050791216	9.61541e-01	795036	31799	753408	25237	16391	48209	4245	5565	54	34422	13787	4.50912e+01	4.22860e+01	7.35811e+01	3.24506e+01	41628	2.49670e+00	1.53969e+00	7.62803e-01
1050791455	9.59038e-01	792966	33869	750984	24555	17427	49061	4519	5829	150	35032	14029	6.38886e+01	5.40895e+01	8.13254e+01	2.97367e+01	41982	2.49711e+00	1.40902e+00	7.75262e-01
MC-34502_1050792478	9.57322e-01	791547	35288	749448	22928	19171	51138	4425	5707	209	36531	14607	5.10344e+01	4.83453e+01	7.45646e+01	3.29678e+01	42099	2.50092e+00	1.19597e+00	7.75364e-01
91790756a	9.47586e-01	783497	43338	744891	21248	17358	46301	4226	5437	162	32604	13697	6.48226e+01	5.53853e+01	8.10101e+01	2.99515e+01	38606	2.38038e+00	1.22410e+00	7.77267e-01
AU-10501_1	9.54999e-01	789627	37208	748753	23076	17798	48885	4307	5480	40	34403	14482	5.15211e+01	4.73982e+01	7.65806e+01	3.15838e+01	40874	2.37557e+00	1.29655e+00	7.85949e-01
91808620a	9.57438e-01	791643	35192	751384	23149	17110	47678	4265	5426	122	33778	13900	6.47986e+01	5.54787e+01	8.14962e+01	2.95755e+01	40259	2.43007e+00	1.35295e+00	7.86030e-01
91789973	9.15932e-01	757325	69510	722028	18582	16715	42525	4119	5368	45	29295	13230	4.43643e+01	4.37523e+01	6.96908e+01	3.43961e+01	35297	2.21429e+00	1.11170e+00	7.67325e-01
AU-8301_1	9.44629e-01	781052	45783	743756	20928	16368	43839	4342	5483	76	30822	13017	5.10936e+01	4.66029e+01	7.64715e+01	3.17321e+01	37296	2.36783e+00	1.27859e+00	7.91902e-01
AU-10601_2	9.53015e-01	787986	38849	747608	21847	18531	49095	4306	5508	79	34597	14498	4.88425e+01	4.49362e+01	7.54175e+01	3.20641e+01	40378	2.38633e+00	1.17894e+00	7.81772e-01
91790845	9.60804e-01	794426	32409	752294	24793	17339	49818	4207	5446	96	35441	14377	4.99126e+01	4.51305e+01	7.61413e+01	3.18833e+01	42132	2.46512e+00	1.42990e+00	7.72494e-01
1065763184	9.68482e-01	800775	26060	758285	25550	16940	49085	4455	5890	273	35226	13859	7.15753e+01	5.89589e+01	8.39752e+01	2.75221e+01	42490	2.54174e+00	1.50826e+00	7.56367e-01
AU-13401_2	9.49417e-01	785011	41824	746360	21163	17488	46529	4214	5396	125	32549	13980	5.09768e+01	4.70184e+01	7.59734e+01	3.19525e+01	38651	2.32825e+00	1.21014e+00	7.80949e-01
91790878	9.58097e-01	792188	34647	751768	22827	17593	48397	4113	5503	116	34383	14014	6.51404e+01	5.57202e+01	8.11954e+01	2.97924e+01	40420	2.45348e+00	1.29750e+00	7.47411e-01
1050797492a	9.62440e-01	795779	31056	753804	24557	17418	49478	4282	5633	240	35304	14174	1.09549e+02	7.69406e+01	8.99537e+01	2.26824e+01	41975	2.49076e+00	1.40986e+00	7.60163e-01
1050793027	9.49980e-01	785477	41358	745953	22441	17083	45868	4854	5885	262	32656	13212	6.98829e+01	7.49206e+01	7.65830e+01	3.13371e+01	39524	2.47169e+00	1.31365e+00	8.24809e-01
91807386	9.49037e-01	784697	42138	740177	25733	18787	52534	4900	5873	352	36468	16066	8.84010e+01	7.36657e+01	8.31258e+01	2.93336e+01	44520	2.26989e+00	1.36972e+00	8.34327e-01
91789859	9.54963e-01	789597	37238	748282	21967	19348	50878	4292	5493	52	35933	14945	4.36413e+01	4.07053e+01	7.27098e+01	3.28031e+01	41315	2.40435e+00	1.13536e+00	7.81358e-01
CH-4002_90127973	9.60088e-01	793834	33001	751610	24297	17927	49931	4425	5795	57	35682	14249	5.46659e+01	4.86950e+01	7.79141e+01	3.12363e+01	42224	2.50418e+00	1.35533e+00	7.63589e-01
MC-34501_1050792449	9.63501e-01	796656	30179	754781	22780	19095	50577	4385	6008	222	36200	14377	1.00709e+02	7.50388e+01	8.77244e+01	2.52315e+01	41875	2.51791e+00	1.19298e+00	7.29860e-01
AU-5404_1	9.50256e-01	785705	41130	743567	25939	16199	47951	4846	5540	79	33137	14814	1.08433e+02	7.84742e+01	8.74078e+01	2.59968e+01	42138	2.23687e+00	1.60127e+00	8.74729e-01
1050802132a	9.44586e-01	781017	45818	742961	21235	16821	45113	4321	5443	261	31702	13411	6.56445e+01	5.58639e+01	8.13312e+01	2.97504e+01	38056	2.36388e+00	1.26241e+00	7.93864e-01
91802236	9.50430e-01	785849	40986	743940	25128	16781	48195	4614	5881	130	33168	15027	7.22180e+01	6.33342e+01	8.09303e+01	3.02550e+01	41909	2.20723e+00	1.49741e+00	7.84560e-01
1050791194	9.68081e-01	800443	26392	756659	24726	19058	52101	4629	6112	90	37129	14972	7.40337e+01	6.02571e+01	8.46460e+01	2.71106e+01	43784	2.47990e+00	1.29741e+00	7.57363e-01
AU-5607_1	9.52793e-01	787803	39032	746902	23536	17365	49481	4063	4722	165	34998	14483	1.03144e+02	8.71054e+01	8.34058e+01	2.93370e+01	40901	2.41649e+00	1.35537e+00	8.60440e-01
1050797598a	9.50677e-01	786053	40782	746848	21552	17653	46954	4223	5681	99	33170	13784	7.49635e+01	6.09196e+01	8.42520e+01	2.76949e+01	39205	2.40641e+00	1.22087e+00	7.43355e-01
91804590	9.67430e-01	799905	26930	756455	25922	17528	50634	4377	5967	271	36154	14480	6.02853e+01	5.22354e+01	8.03069e+01	2.99287e+01	43450	2.49682e+00	1.47889e+00	7.33534e-01
91807835	9.52367e-01	787450	39385	745068	24732	17650	50189	4395	5448	109	35363	14826	4.51994e+01	4.16275e+01	7.40844e+01	3.23144e+01	42382	2.38520e+00	1.40125e+00	8.06718e-01
AU-11701_1	9.52663e-01	787695	39140	748384	21017	18294	47746	4333	5526	28	33534	14212	5.18598e+01	4.73276e+01	7.64277e+01	3.17491e+01	39311	2.35956e+00	1.14885e+00	7.84111e-01
AU-15702_1	9.50309e-01	785749	41086	743530	24310	17909	51189	4221	4718	55	36641	14548	1.02658e+02	7.95097e+01	8.57311e+01	2.78035e+01	42219	2.51863e+00	1.35742e+00	8.94659e-01
1050793168	9.60639e-01	794290	32545	751867	25231	17192	49221	4495	5899	38	35264	13957	5.77499e+01	5.39603e+01	7.69859e+01	3.19946e+01	42423	2.52662e+00	1.46760e+00	7.61994e-01
AU-14901_1	9.51790e-01	786973	39862	747574	21729	17670	48437	3914	4718	46	34489	13948	1.08270e+02	8.88407e+01	8.45828e+01	2.84439e+01	39399	2.47268e+00	1.22971e+00	8.29589e-01
91791626	9.50925e-01	786258	40577	743178	24144	18936	51262	4869	5885	214	35569	15693	9.74201e+01	7.67397e+01	8.50354e+01	2.79395e+01	43080	2.26655e+00	1.27503e+00	8.27358e-01
1050797530a	9.53909e-01	788725	38110	749157	21882	17686	47485	4279	5490	166	33438	14047	7.92232e+01	6.40917e+01	8.48623e+01	2.71946e+01	39568	2.38044e+00	1.23725e+00	7.79417e-01
91807420	9.45622e-01	781873	44962	739779	23805	18289	49809	4834	5740	201	34505	15304	8.52792e+01	7.29800e+01	8.21042e+01	3.00096e+01	42094	2.25464e+00	1.30160e+00	8.42160e-01
MC-33301_91804300	9.62694e-01	795989	30846	753007	25335	17647	50021	4632	5976	87	35775	14246	7.38682e+01	6.10262e+01	8.34586e+01	2.82606e+01	42982	2.51123e+00	1.43565e+00	7.75100e-01
91790594	9.55616e-01	790137	36698	750487	22037	17613	47347	4321	5595	133	33472	13875	6.06657e+01	5.30016e+01	8.01649e+01	3.01216e+01	39650	2.41240e+00	1.25118e+00	7.72297e-01
AU-5501_2_3	9.39238e-01	776595	50240	739457	19738	17400	44909	4236	5393	57	31115	13794	5.06288e+01	4.73249e+01	7.48147e+01	3.25924e+01	37138	2.25569e+00	1.13437e+00	7.85463e-01
1050797496a	9.61336e-01	794866	31969	752791	25046	17029	49301	4213	5590	215	35341	13960	1.03570e+02	7.34959e+01	8.93695e+01	2.35084e+01	42075	2.53159e+00	1.47079e+00	7.53667e-01
MR-801_90127956	9.59389e-01	793256	33579	749862	25659	17735	50831	4465	5833	57	36285	14546	4.90224e+01	4.58115e+01	7.46093e+01	3.27260e+01	43394	2.49450e+00	1.44680e+00	7.65472e-01
91806609	9.59742e-01	793548	33287	751130	25209	17209	49832	4336	5459	123	35487	14345	6.49278e+01	5.55629e+01	8.18849e+01	2.91973e+01	42418	2.47382e+00	1.46487e+00	7.94285e-01
91803743	9.48812e-01	784511	42324	741764	24044	18703	50781	4846	5823	192	34886	15895	8.02782e+01	6.65776e+01	8.26271e+01	2.95635e+01	42747	2.19478e+00	1.28557e+00	8.32217e-01
AU-7401_1	9.55627e-01	790146	36689	750583	19779	19784	49629	4288	5430	38	34755	14874	5.43590e+01	4.94943e+01	7.71512e+01	3.15433e+01	39563	2.33663e+00	9.99747e-01	7.89687e-01
1050797578a	9.47018e-01	783028	43807	745015	21302	16711	44770	4386	5568	90	31419	13351	7.90311e+01	6.42751e+01	8.47348e+01	2.74305e+01	38013	2.35331e+00	1.27473e+00	7.87716e-01
1050793057	9.67442e-01	799915	26920	756535	23607	19773	52438	4519	6196	253	37495	14943	7.81254e+01	6.25313e+01	8.52879e+01	2.67441e+01	43380	2.50920e+00	1.19390e+00	7.29342e-01
AU-1902_1	9.41819e-01	778729	48106	739674	22130	16925	47021	4127	4832	77	33151	13870	1.09760e+02	8.91912e+01	8.47243e+01	2.83786e+01	39055	2.39012e+00	1.30753e+00	8.54098e-01
91791507	9.58357e-01	792403	34432	748995	25154	18254	51713	4454	5495	264	36688	15025	3.86015e+01	3.67704e+01	6.97471e+01	3.33120e+01	43408	2.44180e+00	1.37800e+00	8.10555e-01
