Sample	callRate	nCalled	nNotCalled	nHomRef	nHet	nHomVar	nSNP	nInsertion	nDeletion	nSingleton	nTransition	nTransversion	dpMean	dpStDev	gqMean	gqStDev	nNonRef	rTiTv	rHetHomVar	rInsertionDeletion
MCOP032	9.67175e-01	920752	31249	865085	35185	20482	68924	3320	3852	361	49021	19903	3.65854e+01	2.90606e+01	7.55937e+01	3.12397e+01	55667	2.46300e+00	1.71785e+00	8.61890e-01
MTEH026	9.87871e-01	940454	11547	877696	41012	21746	73331	5247	5832	785	51647	21684	5.50694e+01	4.65722e+01	8.83078e+01	2.35099e+01	62758	2.38180e+00	1.88596e+00	8.99691e-01
MCOP137	9.80880e-01	933799	18202	872898	39907	20994	71208	5070	5517	353	50394	20814	5.39331e+01	5.16438e+01	8.46220e+01	2.66760e+01	60901	2.42116e+00	1.90088e+00	9.18978e-01
MCOP064	9.63816e-01	917554	34447	862146	35196	20212	68746	3250	3568	330	48953	19793	3.65204e+01	2.80395e+01	7.51215e+01	3.18072e+01	55408	2.47325e+00	1.74134e+00	9.10874e-01
MTOR005	9.72148e-01	925486	26515	867781	37359	20346	70354	3534	4099	392	50069	20285	3.78139e+01	2.89427e+01	7.61471e+01	3.08705e+01	57705	2.46828e+00	1.83618e+00	8.62162e-01
MINN013	9.85534e-01	938229	13772	875808	41273	21148	72841	5017	5633	473	51504	21337	5.51155e+01	4.99506e+01	8.43581e+01	2.67322e+01	62421	2.41384e+00	1.95163e+00	8.90644e-01
MAAC008	9.69509e-01	922974	29027	865507	37253	20214	68948	4109	4565	364	48968	19980	3.12153e+01	2.37944e+01	7.00855e+01	3.25492e+01	57467	2.45085e+00	1.84293e+00	9.00110e-01
MWAR044	9.84171e-01	936932	15069	875779	40705	20448	70796	5065	5657	328	50291	20505	4.39397e+01	3.24050e+01	8.28117e+01	2.74662e+01	61153	2.45262e+00	1.99066e+00	8.95351e-01
MESP039	9.77487e-01	930569	21432	870813	38633	21123	71198	4551	5071	430	50477	20721	4.00488e+01	3.21652e+01	7.89138e+01	2.95492e+01	59756	2.43603e+00	1.82895e+00	8.97456e-01
MTEH010	9.67618e-01	921173	30828	863668	37136	20369	69308	4043	4469	697	49233	20075	3.14981e+01	2.38889e+01	6.98291e+01	3.36101e+01	57505	2.45245e+00	1.82316e+00	9.04677e-01
MIST017	9.86619e-01	939262	12739	876229	41841	21192	73461	5109	5560	581	51917	21544	5.30509e+01	4.51822e+01	8.46128e+01	2.62526e+01	63033	2.40981e+00	1.97438e+00	9.18885e-01
MCAI002	9.82462e-01	935305	16696	870939	43655	20711	74248	5248	5474	1267	52621	21627	6.27385e+01	5.70459e+01	8.72197e+01	2.51522e+01	64366	2.43312e+00	2.10782e+00	9.58714e-01
MZUR009	9.68285e-01	921808	30193	865146	36377	20285	68360	3949	4583	476	48508	19852	3.44989e+01	2.65487e+01	7.37711e+01	3.20581e+01	56662	2.44348e+00	1.79330e+00	8.61663e-01
MCOP011	9.64327e-01	918040	33961	862344	35348	20348	69143	3278	3572	352	49298	19845	3.68419e+01	2.85487e+01	7.55289e+01	3.18130e+01	55696	2.48415e+00	1.73717e+00	9.17693e-01
MCOP150	9.87014e-01	939638	12363	876126	43028	20484	72834	5410	5643	373	51167	21667	8.28038e+01	8.16732e+01	9.08055e+01	2.18955e+01	63512	2.36152e+00	2.10057e+00	9.58710e-01
MAAC051	9.79206e-01	932205	19796	872816	38819	20570	70152	4509	5245	383	49590	20562	5.76025e+01	5.80325e+01	8.74016e+01	2.51390e+01	59389	2.41173e+00	1.88717e+00	8.59676e-01
MAAC049	9.82767e-01	935595	16406	874403	40298	20894	71548	4831	5641	322	50567	20981	6.42932e+01	6.00300e+01	8.97385e+01	2.28502e+01	61192	2.41013e+00	1.92869e+00	8.56408e-01
MINN002	9.88764e-01	941304	10697	878416	42528	20360	72251	5213	5681	477	50770	21481	6.68336e+01	6.52512e+01	8.79003e+01	2.40666e+01	62888	2.36348e+00	2.08880e+00	9.17620e-01
MAAC047	9.72966e-01	926265	25736	868698	37146	20421	68874	4218	4835	346	49004	19870	3.35265e+01	2.46789e+01	7.30592e+01	3.16890e+01	57567	2.46623e+00	1.81901e+00	8.72389e-01
MCOP067	9.63657e-01	917402	34599	863072	33913	20417	68054	3159	3468	321	48480	19574	3.33094e+01	2.55529e+01	7.15697e+01	3.27143e+01	54330	2.47675e+00	1.66102e+00	9.10900e-01
MFRE003	9.77194e-01	930290	21711	871841	37450	20999	69839	4534	5021	400	49627	20212	3.64415e+01	2.79165e+01	7.63175e+01	3.03629e+01	58449	2.45532e+00	1.78342e+00	9.03007e-01
MCOP003	9.59629e-01	913568	38433	858972	32776	21820	69579	3274	3491	717	49535	20044	3.43469e+01	2.73450e+01	7.25034e+01	3.29513e+01	54596	2.47131e+00	1.50211e+00	9.37840e-01
MBEL081	9.65382e-01	919045	32956	862734	35923	20388	69562	3307	3781	194	49494	20068	3.42425e+01	2.66816e+01	7.46833e+01	3.20184e+01	56311	2.46631e+00	1.76197e+00	8.74636e-01
MCAI014	9.82956e-01	935775	16226	871907	42763	21105	74307	5119	5484	130	52981	21326	6.64567e+01	6.41565e+01	8.77804e+01	2.47817e+01	63868	2.48434e+00	2.02620e+00	9.33443e-01
MTOR027	9.75115e-01	928310	23691	868963	38698	20649	70576	4519	4835	491	50034	20542	4.01269e+01	3.39377e+01	7.84785e+01	3.00490e+01	59347	2.43569e+00	1.87409e+00	9.34643e-01
MFRE012	9.75516e-01	928692	23309	869486	38479	20727	70264	4574	5029	391	49812	20452	3.61930e+01	2.64169e+01	7.63771e+01	3.04110e+01	59206	2.43556e+00	1.85647e+00	9.09525e-01
MANT027	9.87869e-01	940452	11549	876232	42458	21762	74743	5382	5749	821	52609	22134	6.22105e+01	5.71344e+01	8.64681e+01	2.52048e+01	64220	2.37684e+00	1.95102e+00	9.36163e-01
MESP024	9.73639e-01	926905	25096	868223	36428	22254	71839	4278	4764	755	50939	20900	3.69492e+01	3.00394e+01	7.53298e+01	3.16868e+01	58682	2.43727e+00	1.63692e+00	8.97985e-01
MAAC014	9.73269e-01	926553	25448	869005	37022	20526	69226	4190	4613	349	49199	20027	3.44998e+01	2.77365e+01	7.35894e+01	3.18754e+01	57548	2.45663e+00	1.80366e+00	9.08303e-01
MTOR013	9.64719e-01	918413	33588	863808	33629	20976	68531	3309	3667	463	48719	19812	3.75938e+01	3.16412e+01	7.57894e+01	3.16659e+01	54605	2.45907e+00	1.60321e+00	9.02373e-01
MWAR022	9.83474e-01	936268	15733	875996	39422	20850	71050	4842	5140	384	50447	20603	4.76530e+01	4.30391e+01	8.14597e+01	2.87420e+01	60272	2.44853e+00	1.89074e+00	9.42023e-01
MPAU040	9.87865e-01	940448	11553	876970	42407	21071	73566	5312	5580	400	51873	21693	5.58821e+01	5.02340e+01	8.53530e+01	2.57850e+01	63478	2.39123e+00	2.01258e+00	9.51971e-01
MESP002	9.59630e-01	913569	38432	858489	34342	20738	68938	3183	3632	485	49058	19880	3.66880e+01	2.97661e+01	7.65474e+01	3.19508e+01	55080	2.46771e+00	1.65599e+00	8.76377e-01
MBIL005	9.81956e-01	934823	17178	873104	40128	21591	72338	5213	5648	256	51010	21328	5.47826e+01	5.22510e+01	8.54940e+01	2.59880e+01	61719	2.39169e+00	1.85855e+00	9.22982e-01
MWAR014_2	9.81856e-01	934728	17273	871877	41805	21046	72858	5251	5699	324	51546	21312	5.28719e+01	4.75769e+01	8.60490e+01	2.54501e+01	62851	2.41864e+00	1.98636e+00	9.21390e-01
MVAL039	9.88162e-01	940731	11270	877567	41468	21696	73710	5292	5752	479	52003	21707	5.70669e+01	5.29036e+01	8.78414e+01	2.40188e+01	63164	2.39568e+00	1.91132e+00	9.20028e-01
MFRE006	9.75315e-01	928501	23500	869735	37748	21018	70219	4485	5031	213	49692	20527	3.79111e+01	3.04656e+01	7.77681e+01	2.99103e+01	58766	2.42081e+00	1.79598e+00	8.91473e-01
MANT038	9.85852e-01	938532	13469	876753	41436	20343	71413	4997	5632	343	50686	20727	4.91304e+01	4.74429e+01	8.34558e+01	2.70488e+01	61779	2.44541e+00	2.03687e+00	8.87251e-01
MESP034	9.72481e-01	925803	26198	868156	36863	20784	69749	4175	4446	432	49800	19949	3.43542e+01	2.77925e+01	7.27692e+01	3.18139e+01	57647	2.49637e+00	1.77362e+00	9.39046e-01
MBEL046	9.60846e-01	914726	37275	859784	34337	20605	68813	3132	3530	288	49033	19780	3.45622e+01	2.64860e+01	7.43777e+01	3.23913e+01	54942	2.47892e+00	1.66644e+00	8.87252e-01
MIST006	9.88342e-01	940903	11098	877220	43015	20668	73155	5519	5587	820	51499	21656	6.58767e+01	6.37435e+01	8.69340e+01	2.49365e+01	63683	2.37805e+00	2.08124e+00	9.87829e-01
MWAR073	9.85450e-01	938149	13852	877014	40093	21042	71421	5050	5642	356	50526	20895	4.67931e+01	3.46148e+01	8.42382e+01	2.64927e+01	61135	2.41809e+00	1.90538e+00	8.95073e-01
MPAM003	9.81509e-01	934398	17603	870714	42482	21202	73904	5242	5644	895	52232	21672	5.61735e+01	5.40023e+01	8.52511e+01	2.62237e+01	63684	2.41011e+00	2.00368e+00	9.28774e-01
MCOP019	9.63889e-01	917623	34378	861843	35569	20211	68965	3319	3660	334	49130	19835	3.33963e+01	2.49641e+01	7.23087e+01	3.24240e+01	55780	2.47693e+00	1.75988e+00	9.06831e-01
MVAL014	9.87766e-01	940354	11647	878291	40610	21453	72818	5089	5524	440	51493	21325	6.78953e+01	6.82977e+01	8.79120e+01	2.42459e+01	62063	2.41468e+00	1.89298e+00	9.21253e-01
MAAC036	9.72586e-01	925903	26098	867960	37360	20583	69321	4309	4834	408	49213	20108	3.72266e+01	2.95649e+01	7.73128e+01	3.04276e+01	57943	2.44743e+00	1.81509e+00	8.91394e-01
MESP008	9.63460e-01	917215	34786	861890	34743	20582	69059	3231	3555	458	49170	19889	3.02546e+01	2.14165e+01	6.89633e+01	3.27035e+01	55325	2.47222e+00	1.68803e+00	9.08861e-01
MFRE014	9.73953e-01	927204	24797	869429	36901	20874	69839	4192	4545	409	49627	20212	3.49492e+01	2.76064e+01	7.33376e+01	3.24009e+01	57775	2.45532e+00	1.76780e+00	9.22332e-01
MESS007	9.81279e-01	934179	17822	874452	39381	20346	69735	4892	5355	327	49437	20298	5.43065e+01	4.58420e+01	8.60154e+01	2.58723e+01	59727	2.43556e+00	1.93556e+00	9.13539e-01
MWAR034_3	9.85912e-01	938589	13412	877836	39789	20964	71264	4937	5430	337	50529	20735	5.50569e+01	4.87139e+01	8.51596e+01	2.60959e+01	60753	2.43689e+00	1.89797e+00	9.09208e-01
MPAU013	9.68567e-01	922077	29924	864771	36666	20640	70307	3435	4104	499	49858	20449	3.78307e+01	2.91199e+01	7.70626e+01	3.07733e+01	57306	2.43816e+00	1.77645e+00	8.36988e-01
MBEL057	9.71869e-01	925220	26781	867872	37335	20013	69670	3550	4083	430	49372	20298	4.13110e+01	3.47559e+01	8.07932e+01	2.94120e+01	57348	2.43236e+00	1.86554e+00	8.69459e-01
MANT040	9.86553e-01	939199	12802	876161	41372	21666	73655	5359	5602	226	51824	21831	6.49817e+01	6.22031e+01	8.76500e+01	2.43369e+01	63038	2.37387e+00	1.90954e+00	9.56623e-01
MBEL014	9.63674e-01	917419	34582	861286	35358	20775	69851	3275	3702	560	49738	20113	3.46330e+01	2.54964e+01	7.50205e+01	3.18388e+01	56133	2.47293e+00	1.70195e+00	8.84657e-01
MAAC003	9.72268e-01	925600	26401	867859	37380	20361	69249	4261	4543	690	49179	20070	3.25956e+01	2.52011e+01	7.11130e+01	3.26121e+01	57741	2.45037e+00	1.83586e+00	9.37926e-01
MTOR016	9.72880e-01	926183	25818	868358	37375	20450	69449	4153	4620	568	49231	20218	3.18912e+01	2.34340e+01	7.06829e+01	3.23493e+01	57825	2.43501e+00	1.82763e+00	8.98918e-01
MVAL025	9.88378e-01	940937	11064	878043	41117	21777	73337	5291	5954	553	51784	21553	6.11721e+01	5.97751e+01	8.89406e+01	2.31214e+01	62894	2.40264e+00	1.88809e+00	8.88646e-01
MCOP111	9.82213e-01	935068	16933	873712	40526	20830	71390	5128	5562	327	50416	20974	5.30200e+01	5.21667e+01	8.40037e+01	2.70023e+01	61356	2.40374e+00	1.94556e+00	9.21971e-01
MSOF006	9.87395e-01	940001	12000	877414	41184	21403	72875	5244	5799	505	51413	21462	4.83863e+01	4.02005e+01	8.58641e+01	2.50396e+01	62587	2.39554e+00	1.92422e+00	9.04294e-01
MAAC058	9.68335e-01	921856	30145	864158	37352	20346	69430	4042	4512	406	49348	20082	3.45447e+01	2.71819e+01	7.33619e+01	3.23202e+01	57698	2.45732e+00	1.83584e+00	8.95833e-01
MBEL025	9.65871e-01	919510	32491	863812	35319	20379	68910	3347	3765	396	49041	19869	3.46302e+01	2.60215e+01	7.50126e+01	3.19282e+01	55698	2.46822e+00	1.73311e+00	8.88977e-01
MINN008	9.85803e-01	938485	13516	877092	40509	20884	71619	5019	5551	398	50652	20967	5.16691e+01	4.73793e+01	8.30210e+01	2.72596e+01	61393	2.41580e+00	1.93971e+00	9.04161e-01
MBEL068	9.62987e-01	916765	35236	861740	34713	20312	68334	3218	3727	221	48560	19774	3.40494e+01	2.69532e+01	7.42349e+01	3.21445e+01	55025	2.45575e+00	1.70899e+00	8.63429e-01
MCOP006	9.68038e-01	921573	30428	865407	35546	20620	69456	3355	3922	366	49295	20161	3.71917e+01	2.97610e+01	7.65282e+01	3.08291e+01	56166	2.44507e+00	1.72386e+00	8.55431e-01
MZUR004	9.63525e-01	917277	34724	861647	35153	20477	69091	3225	3724	462	49231	19860	3.67500e+01	2.74687e+01	7.71713e+01	3.10700e+01	55630	2.47890e+00	1.71671e+00	8.66004e-01
MBEL049	9.65390e-01	919052	32949	863171	35898	19983	68496	3384	3923	134	48772	19724	3.22208e+01	2.34649e+01	7.26421e+01	3.22862e+01	55881	2.47272e+00	1.79643e+00	8.62605e-01
MVAL003	9.66577e-01	920182	31819	864193	34981	21008	69719	3375	3850	477	49662	20057	3.27683e+01	2.42847e+01	7.20696e+01	3.22255e+01	55989	2.47604e+00	1.66513e+00	8.76623e-01
MESP019	9.73485e-01	926759	25242	867249	39105	20405	70412	4497	4949	434	50009	20403	3.84762e+01	2.95936e+01	7.82194e+01	2.98979e+01	59510	2.45106e+00	1.91644e+00	9.08668e-01
MBEL122	9.73123e-01	926414	25587	868147	37344	20923	70065	4347	4730	539	49730	20335	3.85913e+01	3.02122e+01	7.83740e+01	2.99182e+01	58267	2.44554e+00	1.78483e+00	9.19027e-01
MWAR076_2	9.87318e-01	939928	12073	876580	42279	21069	73321	5283	5725	348	51858	21463	5.46099e+01	4.45894e+01	8.55769e+01	2.57552e+01	63348	2.41616e+00	2.00669e+00	9.22795e-01
MESP040	9.77546e-01	930625	21376	871567	38539	20519	70020	4502	5019	494	49602	20418	4.19357e+01	3.55999e+01	8.00314e+01	2.92163e+01	59058	2.42933e+00	1.87821e+00	8.96991e-01
MGIE004	9.81235e-01	934137	17864	874861	39402	19874	69170	4623	5281	395	48980	20190	6.43710e+01	6.47161e+01	8.89779e+01	2.37012e+01	59276	2.42595e+00	1.98259e+00	8.75402e-01
MTOR035	9.80825e-01	933746	18255	871145	41882	20719	72252	5121	5875	318	51171	21081	7.05714e+01	7.29038e+01	8.91198e+01	2.34847e+01	62601	2.42735e+00	2.02143e+00	8.71660e-01
MCOP075	9.63374e-01	917133	34868	861544	35679	19910	68491	3263	3686	342	48648	19843	3.40481e+01	2.49702e+01	7.25556e+01	3.22251e+01	55589	2.45165e+00	1.79201e+00	8.85241e-01
MCOP096	9.64427e-01	918135	33866	862825	34952	20358	68730	3219	3648	409	49114	19616	3.37541e+01	2.66444e+01	7.28736e+01	3.25051e+01	55310	2.50377e+00	1.71687e+00	8.82401e-01
MCAI050	9.87072e-01	939694	12307	876307	41117	22270	74459	5337	5772	1089	52704	21755	5.67553e+01	5.51992e+01	8.77683e+01	2.40417e+01	63387	2.42262e+00	1.84630e+00	9.24636e-01
MWAR010	9.82363e-01	935211	16790	875483	39119	20609	70254	4765	5264	345	49947	20307	4.29087e+01	3.58057e+01	7.95550e+01	2.92785e+01	59728	2.45960e+00	1.89815e+00	9.05205e-01
MSAN015	9.77372e-01	930459	21542	871231	38294	20934	70586	4506	5009	307	50110	20476	3.85077e+01	3.02173e+01	7.80521e+01	3.00293e+01	59228	2.44726e+00	1.82927e+00	8.99581e-01
MCOP043	9.65645e-01	919295	32706	862723	36148	20424	69666	3391	3872	380	49619	20047	3.61943e+01	2.78354e+01	7.56301e+01	3.13011e+01	56572	2.47513e+00	1.76988e+00	8.75775e-01
MESS005_2	9.87320e-01	939930	12071	877280	41649	21001	72777	5191	5596	364	51324	21453	5.46110e+01	4.32899e+01	8.70525e+01	2.46353e+01	62650	2.39239e+00	1.98319e+00	9.27627e-01
MSAN009	9.71803e-01	925157	26844	867010	37966	20181	69416	4173	4684	500	49455	19961	3.50504e+01	2.67228e+01	7.45529e+01	3.16059e+01	58147	2.47758e+00	1.88127e+00	8.90905e-01
MBRU001	9.88214e-01	940781	11220	877677	42477	20627	72706	5329	5600	440	51197	21509	6.68398e+01	6.32302e+01	8.80127e+01	2.39551e+01	63104	2.38026e+00	2.05929e+00	9.51607e-01
MESP051	9.85102e-01	937818	14183	874643	42333	20842	73112	5223	5602	443	51622	21490	5.78642e+01	5.41722e+01	8.55362e+01	2.59538e+01	63175	2.40214e+00	2.03114e+00	9.32346e-01
MPOR001	9.82706e-01	935537	16464	873409	41397	20731	72234	5120	5420	500	51316	20918	6.41158e+01	5.94454e+01	8.80574e+01	2.45902e+01	62128	2.45320e+00	1.99686e+00	9.44649e-01
MWAR121	9.88482e-01	941036	10965	877300	42497	21239	73917	5310	5665	447	51956	21961	6.16391e+01	5.66589e+01	8.58736e+01	2.60064e+01	63736	2.36583e+00	2.00089e+00	9.37335e-01
MCOP056	9.74661e-01	927878	24123	868787	38298	20793	70925	4189	4721	708	50291	20634	4.69759e+01	4.29269e+01	8.23000e+01	2.88525e+01	59091	2.43729e+00	1.84187e+00	8.87312e-01
MUCH006	9.70960e-01	924355	27646	866777	36961	20617	69801	3929	4406	395	49756	20045	3.90787e+01	3.61747e+01	7.62922e+01	3.19079e+01	57578	2.48222e+00	1.79274e+00	8.91739e-01
MAAC022	9.72894e-01	926196	25805	868689	37488	20019	68397	4332	4741	363	48609	19788	3.48373e+01	2.56577e+01	7.50149e+01	3.11978e+01	57507	2.45649e+00	1.87262e+00	9.13731e-01
MKHA009	9.67795e-01	921342	30659	863988	37130	20224	68823	4080	4621	369	49078	19745	3.37866e+01	2.59846e+01	7.31687e+01	3.21824e+01	57354	2.48559e+00	1.83594e+00	8.82926e-01
MPAU002	9.60462e-01	914361	37640	859463	34869	20029	68237	3160	3474	413	48582	19655	3.56328e+01	2.90248e+01	7.35517e+01	3.25131e+01	54898	2.47174e+00	1.74093e+00	9.09614e-01
MCAI036	9.86404e-01	939058	12943	874094	43668	21296	75245	5192	5718	1123	53183	22062	4.94510e+01	4.58478e+01	8.41184e+01	2.64955e+01	64964	2.41062e+00	2.05053e+00	9.08010e-01
MOSW002	9.83516e-01	936308	15693	874908	40456	20944	71700	5122	5427	415	50900	20800	6.57911e+01	5.89293e+01	8.83474e+01	2.42774e+01	61400	2.44712e+00	1.93163e+00	9.43800e-01
MWAR082	9.88367e-01	940926	11075	877455	42121	21350	73451	5526	5739	370	51718	21733	6.29115e+01	5.36403e+01	8.94073e+01	2.28528e+01	63471	2.37970e+00	1.97288e+00	9.62886e-01
MTOR024	9.70930e-01	924326	27675	865759	38403	20164	69910	4186	4580	622	49657	20253	3.61820e+01	3.00908e+01	7.48876e+01	3.18264e+01	58567	2.45183e+00	1.90453e+00	9.13974e-01
MTEH021	9.75328e-01	928513	23488	869801	35821	22891	72209	4419	4913	636	51112	21097	4.44643e+01	3.90952e+01	8.14632e+01	2.90152e+01	58712	2.42271e+00	1.56485e+00	8.99450e-01
MESP037	9.77580e-01	930657	21344	871050	38926	20681	70657	4515	5066	446	49982	20675	4.24557e+01	3.69997e+01	8.01608e+01	2.90994e+01	59607	2.41751e+00	1.88221e+00	8.91236e-01
MHEL009	9.80632e-01	933563	18438	872852	40087	20624	70767	5099	5364	190	50173	20594	4.86446e+01	4.52665e+01	8.26317e+01	2.76514e+01	60711	2.43629e+00	1.94371e+00	9.50597e-01
MCOP089	9.70839e-01	924240	27761	867570	36192	20478	69457	3560	4060	407	49382	20075	3.79966e+01	2.87772e+01	7.67545e+01	3.07397e+01	56670	2.45988e+00	1.76736e+00	8.76847e-01
MBEL109	9.71140e-01	924526	27475	866564	37463	20499	69470	4275	4667	314	49517	19953	3.12324e+01	2.35181e+01	6.96929e+01	3.27463e+01	57962	2.48168e+00	1.82755e+00	9.16006e-01
MWAR078	9.89149e-01	941671	10330	879088	41531	21052	72839	5069	5622	380	51583	21256	6.83984e+01	6.10974e+01	8.76072e+01	2.47461e+01	62583	2.42675e+00	1.97278e+00	9.01636e-01
MFRE001	9.71399e-01	924773	27228	867592	36178	21003	69254	4279	4599	208	49370	19884	3.46268e+01	2.71786e+01	7.38140e+01	3.18385e+01	57181	2.48290e+00	1.72252e+00	9.30420e-01
MCOP048	9.76995e-01	930100	21901	870149	39212	20739	71071	4472	5087	376	50297	20774	4.96639e+01	4.53009e+01	8.45004e+01	2.71944e+01	59951	2.42115e+00	1.89074e+00	8.79104e-01
MTEH015	9.70969e-01	924363	27638	866674	36974	20715	69703	4170	4477	683	49499	20204	3.21526e+01	2.45168e+01	7.08051e+01	3.30324e+01	57689	2.44996e+00	1.78489e+00	9.31427e-01
MTEH032	9.87658e-01	940251	11750	877208	41120	21923	73882	5244	5744	732	52039	21843	5.45818e+01	4.89904e+01	8.74284e+01	2.41920e+01	63043	2.38241e+00	1.87566e+00	9.12953e-01
MBEL092	9.77987e-01	931045	20956	871774	39160	20111	69896	4531	4909	364	49772	20124	3.73475e+01	3.00385e+01	7.64066e+01	3.05465e+01	59271	2.47327e+00	1.94719e+00	9.22999e-01
MCOP078	9.60821e-01	914703	37298	859864	34493	20346	68418	3192	3511	328	48847	19571	3.39480e+01	2.58462e+01	7.26368e+01	3.24628e+01	54839	2.49589e+00	1.69532e+00	9.09143e-01
MWAR071	9.88160e-01	940729	11272	878432	41230	21067	72808	4978	5495	347	51353	21455	6.29600e+01	6.20327e+01	8.62500e+01	2.54782e+01	62297	2.39352e+00	1.95709e+00	9.05914e-01
MSAN037	9.87541e-01	940140	11861	877731	41135	21274	72687	5221	5692	221	51346	21341	6.21883e+01	5.42313e+01	8.73393e+01	2.45465e+01	62409	2.40598e+00	1.93358e+00	9.17252e-01
MCOP021	9.59934e-01	913858	38143	858900	34611	20347	68613	3146	3496	316	48916	19697	3.45113e+01	2.75916e+01	7.32988e+01	3.22984e+01	54958	2.48342e+00	1.70104e+00	8.99886e-01
MBRU023	9.87509e-01	940110	11891	877827	41524	20759	71997	5214	5744	401	50757	21240	4.79596e+01	3.97429e+01	8.53918e+01	2.53396e+01	62283	2.38969e+00	2.00029e+00	9.07730e-01
MBEL061	9.67652e-01	921206	30795	865083	35214	20909	69493	3492	3982	105	49315	20178	3.50342e+01	2.75501e+01	7.55353e+01	3.14071e+01	56123	2.44400e+00	1.68416e+00	8.76946e-01
MVAL020	9.87207e-01	939822	12179	877950	40357	21515	72594	5040	5664	442	51349	21245	6.15727e+01	5.94754e+01	8.66796e+01	2.51567e+01	61872	2.41699e+00	1.87576e+00	8.89831e-01
MBRU012	9.82622e-01	935457	16544	874709	40549	20199	70598	5030	5235	410	50105	20493	6.43935e+01	6.17362e+01	8.78737e+01	2.46085e+01	60748	2.44498e+00	2.00748e+00	9.60840e-01
MWAR110	9.88808e-01	941346	10655	877597	43109	20640	73232	5341	5715	370	51682	21550	7.55713e+01	6.78204e+01	8.97009e+01	2.27406e+01	63749	2.39824e+00	2.08861e+00	9.34558e-01
MUCH017	9.87819e-01	940405	11596	877669	41937	20799	72500	5225	5715	438	51219	21281	5.21449e+01	4.34849e+01	8.73242e+01	2.40828e+01	62736	2.40679e+00	2.01630e+00	9.14261e-01
MNOT014	9.82494e-01	935335	16666	873906	40902	20527	71080	5167	5622	368	50228	20852	5.02057e+01	4.47318e+01	8.39018e+01	2.68229e+01	61429	2.40879e+00	1.99260e+00	9.19068e-01
MCOP119	9.81278e-01	934178	17823	872538	40756	20884	71690	5133	5611	337	50730	20960	5.43933e+01	5.23801e+01	8.49616e+01	2.63203e+01	61640	2.42032e+00	1.95154e+00	9.14810e-01
MSAN053	9.87675e-01	940268	11733	878970	38961	22337	72592	5172	5769	253	51338	21254	6.49574e+01	5.97980e+01	8.78778e+01	2.40834e+01	61298	2.41545e+00	1.74424e+00	8.96516e-01
MCOP100	9.78303e-01	931345	20656	873218	35645	22482	70741	4529	5272	312	50087	20654	6.12863e+01	5.98538e+01	8.79333e+01	2.47076e+01	58127	2.42505e+00	1.58549e+00	8.59067e-01
MAAC038	9.74168e-01	927409	24592	871664	33981	21764	68664	4229	4562	313	48946	19718	3.63715e+01	3.03212e+01	7.48118e+01	3.18868e+01	55745	2.48230e+00	1.56134e+00	9.27006e-01
MGLA009	9.87244e-01	939857	12144	877180	41798	20879	72786	5135	5553	363	51334	21452	4.75163e+01	3.99670e+01	8.54343e+01	2.53298e+01	62677	2.39297e+00	2.00192e+00	9.24725e-01
MLAT005	9.87003e-01	939628	12373	876330	42185	21113	73267	5282	5758	369	51605	21662	5.74747e+01	5.27066e+01	8.55003e+01	2.59188e+01	63298	2.38228e+00	1.99806e+00	9.17332e-01
MBEL010	9.68622e-01	922129	29872	864981	36475	20673	70170	3501	4105	118	49908	20262	3.48419e+01	2.64261e+01	7.54695e+01	3.14965e+01	57148	2.46313e+00	1.76438e+00	8.52862e-01
MESS003	9.82630e-01	935465	16536	873819	41091	20555	71611	5157	5354	360	50828	20783	5.86786e+01	5.08495e+01	8.64418e+01	2.55908e+01	61646	2.44565e+00	1.99908e+00	9.63205e-01
MCAI025	9.81057e-01	933967	18034	870658	43214	20095	72925	5054	5355	159	51896	21029	6.04427e+01	5.63517e+01	8.64844e+01	2.56809e+01	63309	2.46783e+00	2.15049e+00	9.43791e-01
MWAR031	9.77175e-01	930272	21729	871379	38282	20611	69827	4492	5124	333	49608	20219	4.37819e+01	3.79512e+01	8.17551e+01	2.83321e+01	58893	2.45353e+00	1.85736e+00	8.76659e-01
MDRE001	9.82358e-01	935206	16795	873864	40170	21172	71961	5102	5353	402	50894	21067	5.82375e+01	5.11684e+01	8.68062e+01	2.53585e+01	61342	2.41582e+00	1.89732e+00	9.53110e-01
MWAR033	9.81144e-01	934050	17951	874149	39660	20241	70238	4726	5103	343	49881	20357	4.61447e+01	4.17848e+01	8.05338e+01	2.90122e+01	59901	2.45031e+00	1.95939e+00	9.26122e-01
MCOP109	9.79461e-01	932448	19553	872930	38808	20710	70206	4824	5122	315	49645	20561	4.66972e+01	4.04255e+01	8.13262e+01	2.85978e+01	59518	2.41452e+00	1.87388e+00	9.41820e-01
MBEL039	9.58469e-01	912463	39538	857715	34467	20281	68333	3174	3473	328	48849	19484	3.36177e+01	2.87457e+01	7.28088e+01	3.30709e+01	54748	2.50713e+00	1.69947e+00	9.13907e-01
MVAL032	9.86339e-01	938996	13005	876387	41738	20871	72542	5195	5663	542	51245	21297	4.37388e+01	3.80887e+01	8.30675e+01	2.66333e+01	62609	2.40621e+00	1.99981e+00	9.17358e-01
MANT031	9.85752e-01	938437	13564	872244	45555	20638	75668	5345	5708	1072	53282	22386	4.32830e+01	3.28110e+01	8.12646e+01	2.79283e+01	66193	2.38015e+00	2.20734e+00	9.36405e-01
