Sample	callRate	nCalled	nNotCalled	nHomRef	nHet	nHomVar	nSNP	nInsertion	nDeletion	nSingleton	nTransition	nTransversion	dpMean	dpStDev	gqMean	gqStDev	nNonRef	rTiTv	rHetHomVar	rInsertionDeletion
145BN_JyB_1	8.87694e-01	414302	52415	368837	29183	16282	55912	2597	3238	211	40348	15564	2.83404e+01	2.68371e+01	5.73420e+01	2.84214e+01	45465	2.59239e+00	1.79235e+00	8.02038e-01
223DI_MB_1	8.97040e-01	418664	48053	364687	37179	16798	64002	3085	3688	112	45929	18073	3.70811e+01	3.70421e+01	6.53358e+01	2.89174e+01	53977	2.54130e+00	2.21330e+00	8.36497e-01
351HG_MP_1	9.83774e-01	459144	7573	401994	37279	19871	68432	3883	4706	594	48845	19587	3.70030e+01	3.31998e+01	6.65499e+01	2.68196e+01	57150	2.49375e+00	1.87605e+00	8.25117e-01
52O_RM_1	8.83546e-01	412366	54351	366892	28693	16781	56427	2639	3189	157	40466	15961	3.21915e+01	3.57593e+01	5.89408e+01	2.79374e+01	45474	2.53530e+00	1.70985e+00	8.27532e-01
126BG_CB_1	8.95828e-01	418098	48619	370725	30189	17184	58147	2895	3515	44	41858	16289	3.57499e+01	3.47662e+01	6.43893e+01	2.81471e+01	47373	2.56971e+00	1.75681e+00	8.23613e-01
241DQ_MB_1	8.96953e-01	418623	48094	371382	30205	17036	57994	2831	3452	245	41821	16173	3.61755e+01	3.66849e+01	6.42191e+01	2.83932e+01	47241	2.58585e+00	1.77301e+00	8.20104e-01
142BM_GB_1	8.95478e-01	417935	48782	370749	30369	16817	57568	2931	3504	235	41432	16136	3.52268e+01	3.38782e+01	6.44029e+01	2.83406e+01	47186	2.56767e+00	1.80585e+00	8.36473e-01
87AF_RHT_1	8.94238e-01	417356	49361	370836	29758	16762	57134	2748	3400	38	41218	15916	3.35392e+01	3.15516e+01	6.29263e+01	2.80689e+01	46520	2.58972e+00	1.77533e+00	8.08235e-01
242DQ_JB_1	9.00574e-01	420313	46404	372799	30751	16763	57730	2937	3610	241	41565	16165	3.98592e+01	3.90857e+01	6.77018e+01	2.85906e+01	47514	2.57130e+00	1.83446e+00	8.13573e-01
164BW_KC_1	8.94810e-01	417623	49094	371011	29774	16838	57182	2821	3447	491	41176	16006	3.42470e+01	3.26396e+01	6.34268e+01	2.82027e+01	46612	2.57254e+00	1.76826e+00	8.18393e-01
49O_NM_1	8.83583e-01	412383	54334	366054	29290	17039	57368	2715	3285	57	41116	16252	3.19632e+01	3.47828e+01	5.89451e+01	2.79178e+01	46329	2.52990e+00	1.71900e+00	8.26484e-01
25H_JM_1	9.00717e-01	420380	46337	372004	30669	17707	59769	2825	3489	141	42757	17012	4.13498e+01	3.93993e+01	6.87667e+01	2.85843e+01	48376	2.51334e+00	1.73203e+00	8.09688e-01
54P_BrP_1	8.66564e-01	404440	62277	361263	26430	16747	54998	2214	2712	217	39723	15275	2.60309e+01	2.81558e+01	5.28991e+01	2.81326e+01	43177	2.60052e+00	1.57819e+00	8.16372e-01
196CR_HO_1	8.91155e-01	415917	50800	369588	29504	16825	56949	2771	3434	236	41093	15856	2.99477e+01	2.77282e+01	5.98165e+01	2.83305e+01	46329	2.59164e+00	1.75358e+00	8.06931e-01
95AK_CW_1	8.87677e-01	414294	52423	368348	29382	16564	56247	2802	3461	485	40542	15705	2.95820e+01	2.72446e+01	5.94064e+01	2.82770e+01	45946	2.58147e+00	1.77385e+00	8.09593e-01
30J_TH_1	8.99907e-01	420002	46715	372158	30486	17358	58878	2875	3449	47	41941	16937	4.06663e+01	3.92104e+01	6.80594e+01	2.88825e+01	47844	2.47629e+00	1.75631e+00	8.33575e-01
203CW_MS_1	8.93325e-01	416930	49787	370415	29322	17193	57402	2806	3500	245	41306	16096	3.22962e+01	3.03394e+01	6.17423e+01	2.82985e+01	46515	2.56623e+00	1.70546e+00	8.01714e-01
104AP_NG_1	8.95378e-01	417888	48829	370831	30355	16702	57478	2890	3391	256	41545	15933	3.43801e+01	3.34375e+01	6.33461e+01	2.82341e+01	47057	2.60748e+00	1.81745e+00	8.52256e-01
135BJ_BR_1	8.93987e-01	417239	49478	370197	29943	17099	57910	2787	3444	259	41674	16236	3.28799e+01	3.11661e+01	6.22748e+01	2.81089e+01	47042	2.56677e+00	1.75116e+00	8.09233e-01
129BH_JS_1	8.91928e-01	416278	50439	369620	29404	17254	57663	2824	3425	34	41601	16062	3.19174e+01	3.06161e+01	6.11854e+01	2.81262e+01	46658	2.59003e+00	1.70418e+00	8.24526e-01
C856::187CN_NM_1	8.78995e-01	410242	56475	366436	26274	17532	56084	2462	2792	44	40577	15507	3.09807e+01	3.59483e+01	5.60970e+01	2.84259e+01	43806	2.61669e+00	1.49863e+00	8.81805e-01
306FA_LV_1	9.22394e-01	430497	36220	378064	31390	21043	65022	3854	4600	855	46761	18261	2.93973e+01	2.71768e+01	5.88085e+01	2.86305e+01	52433	2.56070e+00	1.49171e+00	8.37826e-01
248DT_MS_1	8.95318e-01	417860	48857	369445	31386	17029	59175	2862	3407	591	42530	16645	3.35150e+01	3.37681e+01	6.23550e+01	2.86786e+01	48415	2.55512e+00	1.84309e+00	8.40035e-01
185CM_AA_1	8.94167e-01	417323	49394	369123	31178	17022	58856	2903	3463	572	42198	16658	3.35300e+01	3.25378e+01	6.27613e+01	2.83166e+01	48200	2.53320e+00	1.83163e+00	8.38290e-01
201CV_GK_1	8.88496e-01	414676	52041	368013	29803	16860	57365	2764	3394	465	41211	16154	3.04586e+01	3.03615e+01	5.92195e+01	2.85026e+01	46663	2.55113e+00	1.76767e+00	8.14378e-01
232DL_LS_1	8.94039e-01	417263	49454	370943	29220	17100	57247	2770	3403	138	41431	15816	3.23952e+01	3.23370e+01	6.10805e+01	2.85889e+01	46320	2.61956e+00	1.70877e+00	8.13988e-01
8B_TS_1	8.99217e-01	419680	47037	372074	30378	17228	58560	2828	3446	155	41686	16874	3.93386e+01	3.72396e+01	6.72948e+01	2.89069e+01	47606	2.47043e+00	1.76329e+00	8.20662e-01
229DJ_CP_1	8.98519e-01	419354	47363	372175	30138	17041	57914	2844	3462	231	41721	16193	3.54406e+01	3.43787e+01	6.44006e+01	2.88316e+01	47179	2.57648e+00	1.76856e+00	8.21490e-01
333FO_CG_1	9.78235e-01	456559	10158	400860	35393	20306	68016	3580	4409	630	48462	19554	3.04398e+01	2.72825e+01	6.03368e+01	2.79508e+01	55699	2.47837e+00	1.74298e+00	8.11976e-01
180CJ_DP_1	8.90480e-01	415602	51115	368438	30086	17078	57815	2898	3529	701	41589	16226	3.20008e+01	3.09553e+01	6.12266e+01	2.82155e+01	47164	2.56311e+00	1.76168e+00	8.21196e-01
178CH_CF_1	8.91375e-01	416020	50697	368458	31434	16128	57457	2831	3402	991	41360	16097	3.16577e+01	3.07907e+01	6.09351e+01	2.82840e+01	47562	2.56942e+00	1.94903e+00	8.32158e-01
255EA_GC_DNA	8.94302e-01	417386	49331	370264	29539	17583	58174	2894	3637	457	41743	16431	3.53442e+01	3.25633e+01	6.50889e+01	2.91766e+01	47122	2.54050e+00	1.67997e+00	7.95711e-01
43M_DW_1	8.98757e-01	419465	47252	371785	30486	17194	58545	2867	3462	94	41859	16686	3.92691e+01	3.68576e+01	6.75669e+01	2.90089e+01	47680	2.50863e+00	1.77306e+00	8.28134e-01
212DD_DV_1	8.97193e-01	418735	47982	371297	30142	17296	58395	2873	3466	594	42101	16294	3.58192e+01	3.57523e+01	6.42965e+01	2.85859e+01	47438	2.58383e+00	1.74272e+00	8.28909e-01
246DS_PS_1	8.92112e-01	416364	50353	368941	30766	16657	58062	2726	3292	951	41710	16352	3.14933e+01	3.15106e+01	6.02611e+01	2.86400e+01	47423	2.55076e+00	1.84703e+00	8.28068e-01
368BY_MP_1	9.86073e-01	460217	6500	403318	37220	19679	67978	3927	4673	392	48364	19614	4.24911e+01	3.92921e+01	6.94056e+01	2.62170e+01	56899	2.46579e+00	1.89136e+00	8.40360e-01
194CQ_HA_1	8.94966e-01	417696	49021	369171	30675	17850	59875	2906	3594	52	43138	16737	3.43357e+01	3.22478e+01	6.38682e+01	2.84431e+01	48525	2.57740e+00	1.71849e+00	8.08570e-01
46N_RL_1	8.93809e-01	417156	49561	369696	28243	19217	60474	2777	3426	58	43129	17345	3.41200e+01	3.25003e+01	6.32408e+01	2.91130e+01	47460	2.48654e+00	1.46969e+00	8.10566e-01
355HK_NW_1	9.86287e-01	460317	6400	400125	38443	21749	72252	4251	5438	1033	51164	21088	5.35209e+01	5.28496e+01	7.45105e+01	2.51449e+01	60192	2.42621e+00	1.76758e+00	7.81721e-01
3A_ML_1	8.97338e-01	418803	47914	370930	30532	17341	58980	2819	3415	143	42022	16958	3.75378e+01	3.62452e+01	6.59955e+01	2.88722e+01	47873	2.47800e+00	1.76068e+00	8.25476e-01
150BQ_MB_1	8.95386e-01	417892	48825	370483	30360	17049	57960	2964	3534	39	41756	16204	3.39282e+01	3.17196e+01	6.35186e+01	2.83213e+01	47409	2.57689e+00	1.78075e+00	8.38710e-01
139BL_KK_1	8.91324e-01	415996	50721	368342	29952	17702	58979	2940	3437	618	42423	16556	3.07782e+01	2.93944e+01	6.01317e+01	2.82291e+01	47654	2.56239e+00	1.69201e+00	8.55397e-01
179CI_GG_1	8.93509e-01	417016	49701	369798	30243	16975	57800	2905	3488	23	41575	16225	3.33116e+01	3.15943e+01	6.26507e+01	2.82071e+01	47218	2.56240e+00	1.78162e+00	8.32856e-01
81AB_MM_1	8.95873e-01	418119	48598	369917	30964	17238	58954	2855	3631	243	42306	16648	3.55953e+01	3.47867e+01	6.43258e+01	2.81999e+01	48202	2.54121e+00	1.79626e+00	7.86285e-01
63S_AaM_1	8.80834e-01	411100	55617	365628	28628	16844	56532	2610	3174	137	40803	15729	3.08234e+01	3.44019e+01	5.77451e+01	2.79369e+01	45472	2.59413e+00	1.69960e+00	8.22306e-01
208CZ_VP_1	8.95631e-01	418006	48711	369220	31305	17481	59968	2875	3424	1396	43287	16681	3.41417e+01	3.44306e+01	6.26328e+01	2.87051e+01	48786	2.59499e+00	1.79080e+00	8.39661e-01
282ER_HS_1	9.79137e-01	456980	9737	400268	36868	19844	67752	4048	4756	805	48180	19572	3.10292e+01	2.84399e+01	6.09755e+01	2.75941e+01	56712	2.46168e+00	1.85789e+00	8.51135e-01
292BU_BD_1	9.02658e-01	421286	45431	373473	30327	17486	58530	2947	3822	23	42260	16270	3.43466e+01	3.32787e+01	6.35560e+01	2.87992e+01	47813	2.59742e+00	1.73436e+00	7.71062e-01
28I_TK_1	8.98795e-01	419483	47234	370713	30158	18612	61154	2827	3401	359	43816	17338	3.93568e+01	3.79892e+01	6.70154e+01	2.89750e+01	48770	2.52717e+00	1.62035e+00	8.31226e-01
24H_CM_1	8.98452e-01	419323	47394	371806	30133	17384	58830	2761	3310	149	42004	16826	3.93379e+01	3.79852e+01	6.69783e+01	2.87514e+01	47517	2.49637e+00	1.73338e+00	8.34139e-01
329FK_RR_1	9.81211e-01	457948	8769	401573	36478	19897	67978	3738	4556	358	48259	19719	3.37651e+01	3.14247e+01	6.29560e+01	2.74922e+01	56375	2.44734e+00	1.83334e+00	8.20457e-01
239DP_JW_1	8.98909e-01	419536	47181	372626	29833	17077	57806	2787	3394	398	41676	16130	3.52462e+01	3.51489e+01	6.36050e+01	2.86774e+01	46910	2.58376e+00	1.74697e+00	8.21155e-01
286CI_RG_1	9.40756e-01	439067	27650	388770	31310	18987	62052	3181	4051	259	44593	17459	3.62627e+01	3.52961e+01	6.46352e+01	2.96398e+01	50297	2.55416e+00	1.64902e+00	7.85238e-01
18F_GR_1	8.97193e-01	418735	47982	371073	30269	17393	58909	2827	3319	24	42059	16850	3.78581e+01	3.64359e+01	6.60465e+01	2.90439e+01	47662	2.49608e+00	1.74030e+00	8.51763e-01
4A_DL_1	8.96113e-01	418231	48486	370330	30513	17388	59134	2813	3342	207	42412	16722	3.75098e+01	3.55890e+01	6.57656e+01	2.90392e+01	47901	2.53630e+00	1.75483e+00	8.41712e-01
174CE_PS_1	8.94285e-01	417378	49339	371453	29536	16389	56170	2750	3394	396	40541	15629	3.27158e+01	3.08143e+01	6.19280e+01	2.80790e+01	45925	2.59396e+00	1.80218e+00	8.10253e-01
105AQ_KF_1	8.92689e-01	416633	50084	370247	29757	16629	56868	2774	3373	444	41061	15807	3.30400e+01	3.19390e+01	6.17702e+01	2.80788e+01	46386	2.59765e+00	1.78946e+00	8.22413e-01
C1436::187CN_NM_1	8.91414e-01	416038	50679	369418	28729	17891	58377	2836	3298	62	41999	16378	3.05689e+01	2.83074e+01	5.99825e+01	2.82228e+01	46620	2.56435e+00	1.60578e+00	8.59915e-01
65T_CR_1	8.96886e-01	418592	48125	372510	29628	16454	56303	2805	3428	30	40417	15886	3.53160e+01	3.38796e+01	6.41939e+01	2.82171e+01	46082	2.54419e+00	1.80066e+00	8.18261e-01
312FC_CT_1	9.78670e-01	456762	9955	401201	35545	20016	67005	3862	4710	339	48003	19002	2.95208e+01	2.58322e+01	6.01637e+01	2.74600e+01	55561	2.52621e+00	1.77583e+00	8.19958e-01
50O_PM_1	8.90276e-01	415507	51210	367596	31111	16800	58289	2832	3590	59	41758	16531	3.53965e+01	3.86734e+01	6.18836e+01	2.80941e+01	47911	2.52604e+00	1.85185e+00	7.88858e-01
211DC_TK_1	8.93291e-01	416914	49803	370813	27427	18674	58543	2843	3389	930	42177	16366	3.21496e+01	3.20642e+01	6.09139e+01	2.85087e+01	46101	2.57711e+00	1.46873e+00	8.38891e-01
114AX_LD_1	8.96854e-01	418577	48140	371291	30633	16653	57441	2921	3577	319	41367	16074	3.69509e+01	3.57161e+01	6.57944e+01	2.82613e+01	47286	2.57353e+00	1.83949e+00	8.16606e-01
372CP_BS_1	9.84781e-01	459614	7103	400568	37946	21100	71414	3940	4792	488	50838	20576	4.17523e+01	3.89490e+01	6.87446e+01	2.65405e+01	59046	2.47074e+00	1.79839e+00	8.22204e-01
159BT_RRL_1	8.94486e-01	417472	49245	370583	30263	16626	57333	2814	3368	290	41291	16042	3.36206e+01	3.19273e+01	6.28758e+01	2.83062e+01	46889	2.57393e+00	1.82022e+00	8.35511e-01
170CA_AP_1	8.91922e-01	416275	50442	369621	29740	16914	57271	2826	3471	673	41150	16121	3.23075e+01	3.04822e+01	6.18503e+01	2.82219e+01	46654	2.55257e+00	1.75831e+00	8.14175e-01
258Z_GaP_1	9.04810e-01	422290	44427	373970	30788	17532	59163	2918	3771	82	42556	16607	3.02446e+01	2.82188e+01	6.01582e+01	2.87183e+01	48320	2.56253e+00	1.75610e+00	7.73800e-01
243DR_BT_1	8.94062e-01	417274	49443	371253	29489	16532	56475	2789	3289	24	40786	15689	3.33485e+01	3.34345e+01	6.20370e+01	2.86344e+01	46021	2.59966e+00	1.78375e+00	8.47978e-01
23H_LM_1	8.98090e-01	419154	47563	371205	30766	17183	58925	2816	3391	27	42115	16810	3.72272e+01	3.53944e+01	6.57873e+01	2.90451e+01	47949	2.50535e+00	1.79049e+00	8.30434e-01
188CN_PU_1	8.95065e-01	417742	48975	370212	29438	18092	59125	2934	3563	644	42441	16684	3.30435e+01	3.15859e+01	6.25008e+01	2.83906e+01	47530	2.54381e+00	1.62713e+00	8.23463e-01
45M_RW_1	8.97510e-01	418883	47834	370840	30904	17139	58935	2826	3421	64	42138	16797	3.90339e+01	3.72179e+01	6.69972e+01	2.89843e+01	48043	2.50866e+00	1.80314e+00	8.26074e-01
130BH_GS_1	8.94594e-01	417522	49195	370429	30100	16993	57636	2860	3590	274	41641	15995	3.40670e+01	3.22519e+01	6.34334e+01	2.82016e+01	47093	2.60338e+00	1.77132e+00	7.96657e-01
339FU_TM_1	9.83118e-01	458838	7879	402088	36657	20093	68446	3780	4617	584	48835	19611	3.66678e+01	3.52003e+01	6.48250e+01	2.71510e+01	56750	2.49018e+00	1.82437e+00	8.18713e-01
160BU_RD_1	8.94152e-01	417316	49401	370614	29709	16993	57394	2816	3485	26	41321	16073	3.45509e+01	3.34601e+01	6.36000e+01	2.82819e+01	46702	2.57083e+00	1.74831e+00	8.08034e-01
14D_GE_1	8.97550e-01	418902	47815	371577	29731	17594	58785	2803	3331	244	42051	16734	3.82563e+01	3.65210e+01	6.65000e+01	2.88282e+01	47325	2.51291e+00	1.68984e+00	8.41489e-01
158BT_SMDL_1	8.91277e-01	415974	50743	369352	30288	16334	56763	2764	3429	309	40993	15770	3.16926e+01	3.06702e+01	6.09974e+01	2.83351e+01	46622	2.59943e+00	1.85429e+00	8.06066e-01
11C_VL_1	8.95016e-01	417719	48998	370298	30307	17114	58479	2783	3273	243	41847	16632	3.48029e+01	3.28104e+01	6.39278e+01	2.90042e+01	47421	2.51605e+00	1.77089e+00	8.50290e-01
119BC_PG_1	8.92365e-01	416482	50235	369567	30050	16865	57388	2884	3508	211	41115	16273	3.23486e+01	3.03696e+01	6.20526e+01	2.84027e+01	46915	2.52658e+00	1.78180e+00	8.22121e-01
335FQ_MiL_1	9.82503e-01	458551	8166	401679	36347	20525	69007	3812	4578	641	49142	19865	3.37248e+01	3.00990e+01	6.35549e+01	2.73717e+01	56872	2.47380e+00	1.77086e+00	8.32678e-01
146BO_JB_1	8.94962e-01	417694	49023	368895	32162	16637	58823	2983	3630	33	42381	16442	3.66750e+01	3.52412e+01	6.56677e+01	2.82553e+01	48799	2.57761e+00	1.93316e+00	8.21763e-01
84AD_PM_1	8.93231e-01	416886	49831	369661	30259	16966	57971	2809	3411	286	41809	16162	3.22943e+01	3.04233e+01	6.18398e+01	2.82184e+01	47225	2.58687e+00	1.78351e+00	8.23512e-01
22G_CS_1	8.97310e-01	418790	47927	371126	30394	17270	58821	2810	3303	194	42038	16783	3.73650e+01	3.60331e+01	6.57095e+01	2.89229e+01	47664	2.50480e+00	1.75993e+00	8.50742e-01
325AI_JM_1	9.81087e-01	457890	8827	400837	36635	20418	69181	3739	4551	435	49154	20027	3.42604e+01	3.17875e+01	6.33407e+01	2.74336e+01	57053	2.45439e+00	1.79425e+00	8.21578e-01
86AE_KM_1	8.96365e-01	418349	48368	371121	30211	17017	57893	2924	3428	475	41666	16227	3.60292e+01	3.44198e+01	6.49100e+01	2.81540e+01	47228	2.56770e+00	1.77534e+00	8.52975e-01
177CG_MF_1	8.90158e-01	415452	51265	368501	30031	16920	57652	2811	3408	409	41368	16284	3.15505e+01	2.95040e+01	6.13092e+01	2.83951e+01	46951	2.54041e+00	1.77488e+00	8.24824e-01
35K_MD_1	8.97597e-01	418924	47793	368498	33474	16952	60918	2956	3504	471	43599	17319	3.71545e+01	3.52452e+01	6.58495e+01	2.92375e+01	50426	2.51741e+00	1.97463e+00	8.43607e-01
362CQ_HAB_1	9.86144e-01	460250	6467	398343	41717	20190	72879	4079	5139	1506	51863	21016	4.98913e+01	4.64113e+01	7.36534e+01	2.57571e+01	61907	2.46779e+00	2.06622e+00	7.93734e-01
184CL_GF_1	8.91757e-01	416198	50519	369903	29145	17150	57227	2810	3408	246	41278	15949	3.18020e+01	3.02195e+01	6.11540e+01	2.82558e+01	46295	2.58812e+00	1.69942e+00	8.24531e-01
162BU_ShD_1	8.90355e-01	415544	51173	369133	29022	17389	57562	2806	3432	16	41396	16166	3.09271e+01	2.90569e+01	6.05241e+01	2.82869e+01	46411	2.56068e+00	1.66899e+00	8.17599e-01
168BZ_NP_1	8.91669e-01	416157	50560	370254	29659	16244	56037	2741	3369	231	40541	15496	3.17962e+01	3.08842e+01	6.07583e+01	2.85134e+01	45903	2.61622e+00	1.82584e+00	8.13595e-01
215DF_NB_1	8.97225e-01	418750	47967	371603	29588	17559	58374	2870	3462	270	41915	16459	3.53639e+01	3.51852e+01	6.37032e+01	2.85047e+01	47147	2.54663e+00	1.68506e+00	8.29001e-01
307FA_MM_1	9.77871e-01	456389	10328	399539	34672	22178	70092	4094	4842	970	50105	19987	3.06682e+01	2.82752e+01	6.05509e+01	2.75551e+01	56850	2.50688e+00	1.56335e+00	8.45518e-01
343FY_VS_1	9.76753e-01	455867	10850	399465	36081	20321	68842	3725	4156	591	49125	19717	2.86039e+01	2.56363e+01	5.81524e+01	2.83711e+01	56402	2.49150e+00	1.77555e+00	8.96295e-01
353HI_NS_1	9.76932e-01	455951	10766	399805	35993	20153	68551	3558	4190	605	48999	19552	2.91689e+01	2.62192e+01	5.86755e+01	2.83292e+01	56146	2.50609e+00	1.78599e+00	8.49165e-01
309FB_JW_1	9.80832e-01	457771	8946	401118	36806	19847	67551	4015	4934	388	48315	19236	3.26700e+01	2.95606e+01	6.27894e+01	2.71178e+01	56653	2.51170e+00	1.85449e+00	8.13741e-01
289AJ_NG_1	9.14241e-01	426692	40025	378108	30693	17891	59533	3032	3910	252	42955	16578	3.14119e+01	2.90636e+01	6.13638e+01	2.87168e+01	48584	2.59108e+00	1.71556e+00	7.75448e-01
134BJ_KR_1	8.94521e-01	417488	49229	370631	30020	16837	57568	2800	3326	226	41570	15998	3.32945e+01	3.19442e+01	6.23654e+01	2.80744e+01	46857	2.59845e+00	1.78298e+00	8.41852e-01
360EQ_DJ_1	9.85475e-01	459938	6779	402135	37335	20468	69630	3804	4837	617	49654	19976	4.22711e+01	3.94549e+01	6.89998e+01	2.63993e+01	57803	2.48568e+00	1.82407e+00	7.86438e-01
366CX_GP_1	9.86823e-01	460567	6150	402823	37635	20109	69011	3911	4931	471	48994	20017	4.48760e+01	4.17740e+01	7.08940e+01	2.59441e+01	57744	2.44762e+00	1.87155e+00	7.93145e-01
363CM_RA_1	9.85717e-01	460051	6666	401649	38460	19942	69654	3895	4795	723	49354	20300	4.58174e+01	4.27161e+01	7.14544e+01	2.60509e+01	58402	2.43123e+00	1.92859e+00	8.12304e-01
96AL_AC_1	8.95232e-01	417820	48897	370071	30897	16852	58152	2869	3580	661	41875	16277	3.47777e+01	3.36046e+01	6.38314e+01	2.82654e+01	47749	2.57265e+00	1.83343e+00	8.01397e-01
269EF_BK_1	9.81758e-01	458203	8514	400773	35325	22105	70200	4294	5041	1197	49845	20355	3.58726e+01	3.30155e+01	6.51500e+01	2.67584e+01	57430	2.44878e+00	1.59805e+00	8.51815e-01
128BG_AB_1	8.94788e-01	417613	49104	370211	30228	17174	58227	2900	3449	366	41869	16358	3.36469e+01	3.21848e+01	6.27384e+01	2.82565e+01	47402	2.55954e+00	1.76010e+00	8.40823e-01
247DT_SH_1	8.95142e-01	417778	48939	369228	31542	17008	59107	2953	3498	516	42554	16553	3.46936e+01	3.49265e+01	6.33914e+01	2.87273e+01	48550	2.57077e+00	1.85454e+00	8.44197e-01
64S_DM_1	8.78592e-01	410054	56663	365453	27911	16690	55717	2586	2988	123	40122	15595	2.85201e+01	3.06549e+01	5.58973e+01	2.80717e+01	44601	2.57275e+00	1.67232e+00	8.65462e-01
37L_NA_1	8.90872e-01	415785	50932	367027	31792	16966	59544	2808	3372	36	42478	17066	3.30628e+01	3.09486e+01	6.25054e+01	2.91333e+01	48758	2.48904e+00	1.87387e+00	8.32740e-01
317FE_DT_1	9.82304e-01	458458	8259	402116	36036	20306	67829	4019	4799	81	48456	19373	3.28410e+01	3.03284e+01	6.26860e+01	2.71515e+01	56342	2.50121e+00	1.77465e+00	8.37466e-01
336FR_ML_1	9.78595e-01	456727	9990	400627	35978	20122	68181	3627	4414	618	48658	19523	3.10172e+01	2.81940e+01	6.06690e+01	2.79757e+01	56100	2.49234e+00	1.78799e+00	8.21704e-01
47N_DL_1	8.98765e-01	419469	47248	370972	29207	19290	61201	2974	3612	723	43621	17580	4.09033e+01	3.88245e+01	6.84892e+01	2.89259e+01	48497	2.48129e+00	1.51410e+00	8.23367e-01
182CL_AF_1	8.90407e-01	415568	51149	369080	29474	17014	57208	2817	3477	32	41289	15919	3.07953e+01	2.96593e+01	5.99606e+01	2.87270e+01	46488	2.59369e+00	1.73234e+00	8.10181e-01
108AT_LH_1	8.93756e-01	417131	49586	370313	29849	16969	57406	2823	3558	461	41291	16115	3.32081e+01	3.16886e+01	6.25719e+01	2.82301e+01	46818	2.56227e+00	1.75903e+00	7.93423e-01
78Y_BT_1	8.96773e-01	418539	48178	371442	29774	17323	58270	2769	3381	820	41955	16315	3.45999e+01	3.34651e+01	6.32707e+01	2.81088e+01	47097	2.57156e+00	1.71876e+00	8.18988e-01
326FI_MT_1	9.77678e-01	456299	10418	400892	35100	20307	67950	3676	4088	548	48688	19262	2.80699e+01	2.45317e+01	5.77635e+01	2.82946e+01	55407	2.52767e+00	1.72847e+00	8.99217e-01
273EJ_KG_1	9.82068e-01	458348	8369	399883	38333	20132	69501	4327	4769	1478	49460	20041	3.57197e+01	3.28912e+01	6.48703e+01	2.69980e+01	58465	2.46794e+00	1.90408e+00	9.07318e-01
261EB_MH_1	9.84834e-01	459639	7078	402365	36992	20282	68354	4287	4915	602	48780	19574	3.81511e+01	3.46280e+01	6.73959e+01	2.63766e+01	57274	2.49208e+00	1.82388e+00	8.72228e-01
151BQ_BB_1	8.93062e-01	416807	49910	370228	30020	16559	57002	2779	3357	248	41003	15999	3.11877e+01	2.92303e+01	6.07939e+01	2.80913e+01	46579	2.56285e+00	1.81291e+00	8.27822e-01
33K_RD_1	9.00076e-01	420081	46636	368893	34087	17101	61671	2999	3619	98	43949	17722	4.15768e+01	3.97322e+01	6.88078e+01	2.89693e+01	51188	2.47991e+00	1.99328e+00	8.28682e-01
39L_WA_1	9.02699e-01	421305	45412	370830	32857	17618	61468	3031	3594	384	43749	17719	4.58716e+01	4.45905e+01	7.11429e+01	2.83656e+01	50475	2.46904e+00	1.86497e+00	8.43350e-01
141BM_AS_1	8.94842e-01	417638	49079	371101	29689	16848	56918	2909	3558	241	40931	15987	3.51533e+01	3.35408e+01	6.44655e+01	2.80806e+01	46537	2.56027e+00	1.76217e+00	8.17594e-01
183CL_CH_1	8.96059e-01	418206	48511	370614	30778	16814	57888	2926	3592	249	41603	16285	3.68113e+01	3.52538e+01	6.57405e+01	2.83980e+01	47592	2.55468e+00	1.83050e+00	8.14588e-01
169BZ_RP_1	8.87118e-01	414033	52684	368401	28994	16638	56362	2664	3244	242	40665	15697	2.97104e+01	2.93679e+01	5.84978e+01	2.83659e+01	45632	2.59062e+00	1.74264e+00	8.21208e-01
237DN_GP_1	8.97977e-01	419101	47616	371856	29982	17263	58183	2912	3413	399	41822	16361	3.71439e+01	3.74812e+01	6.50978e+01	2.86177e+01	47245	2.55620e+00	1.73678e+00	8.53208e-01
270EG_MK_1	9.78205e-01	456545	10172	400727	36076	19742	67236	3959	4365	719	48041	19195	3.27896e+01	3.25154e+01	5.86734e+01	2.95220e+01	55818	2.50279e+00	1.82737e+00	9.06987e-01
34K_JD_1	8.91114e-01	415898	50819	367869	31254	16775	58608	2816	3380	332	42091	16517	3.17906e+01	3.15007e+01	6.07960e+01	2.85794e+01	48029	2.54834e+00	1.86313e+00	8.33136e-01
260Z_AG_1	9.21473e-01	430067	36650	379931	32449	17687	60672	3067	4084	31	43458	17214	3.93266e+01	3.84740e+01	6.70010e+01	2.92077e+01	50136	2.52457e+00	1.83462e+00	7.50979e-01
41M_MW_1	9.00016e-01	420053	46664	372312	30310	17431	58816	2914	3442	28	41965	16851	4.13276e+01	3.96072e+01	6.85633e+01	2.87940e+01	47741	2.49036e+00	1.73886e+00	8.46601e-01
5B_PK_1	8.95367e-01	417883	48834	369890	30279	17714	59415	2903	3389	30	42427	16988	3.73451e+01	3.62072e+01	6.54289e+01	2.90498e+01	47993	2.49747e+00	1.70933e+00	8.56595e-01
348HD_JD_1	9.80453e-01	457594	9123	399912	35478	22204	71531	3829	4526	1552	50944	20587	3.23782e+01	3.00892e+01	6.14851e+01	2.77823e+01	57682	2.47457e+00	1.59782e+00	8.46001e-01
