Sample	callRate	nCalled	nNotCalled	nHomRef	nHet	nHomVar	nSNP	nInsertion	nDeletion	nSingleton	nTransition	nTransversion	dpMean	dpStDev	gqMean	gqStDev	nNonRef	rTiTv	rHetHomVar	rInsertionDeletion
356HL_WM_1	9.87768e-01	461008	5709	400993	39349	20666	70928	4256	5497	778	50105	20823	5.70117e+01	5.62549e+01	7.58862e+01	2.48618e+01	60015	2.40623e+00	1.90405e+00	7.74240e-01
370BP_BB_1	9.85175e-01	459798	6919	402989	35473	21336	70306	3719	4120	1318	50243	20063	3.92897e+01	3.55848e+01	6.63267e+01	2.72812e+01	56809	2.50426e+00	1.66259e+00	9.02670e-01
38L_GK_1	8.99462e-01	419794	46923	371272	30545	17977	59953	2932	3614	295	42784	17169	3.81140e+01	3.80294e+01	6.61280e+01	2.84364e+01	48522	2.49193e+00	1.69912e+00	8.11289e-01
300EX_SD_1	9.80798e-01	457755	8962	402662	31703	23390	69270	4148	5065	86	49348	19922	3.35724e+01	3.15163e+01	6.29045e+01	2.70372e+01	55093	2.47706e+00	1.35541e+00	8.18954e-01
186CN_DU_1	8.94739e-01	417590	49127	371522	26536	19532	59184	2936	3480	65	42486	16698	3.31469e+01	3.15923e+01	6.24213e+01	2.81170e+01	46068	2.54438e+00	1.35859e+00	8.43678e-01
262AU_BD_1	9.04336e-01	422069	44648	374220	30406	17443	58347	2953	3992	221	41891	16456	3.83044e+01	3.61084e+01	6.69851e+01	2.83066e+01	47849	2.54564e+00	1.74316e+00	7.39729e-01
181CK_BB_1	8.97760e-01	419000	47717	371998	30147	16855	57605	2819	3433	418	41467	16138	3.58986e+01	3.49322e+01	6.45463e+01	2.82000e+01	47002	2.56953e+00	1.78861e+00	8.21148e-01
323U_TB_1	9.81228e-01	457956	8761	402396	35900	19660	66891	3783	4546	404	47621	19270	3.34557e+01	3.08741e+01	6.28830e+01	2.74252e+01	55560	2.47125e+00	1.82604e+00	8.32160e-01
13D_LE_1	8.91575e-01	416113	50604	368796	30145	17172	58403	2776	3310	257	41854	16549	3.26278e+01	3.03279e+01	6.22501e+01	2.88832e+01	47317	2.52910e+00	1.75547e+00	8.38671e-01
367DO_CP_1	9.85627e-01	460009	6708	402014	37270	20725	70236	3750	4734	649	49834	20402	4.24359e+01	4.01683e+01	6.88421e+01	2.64473e+01	57995	2.44260e+00	1.79831e+00	7.92142e-01
279EP_RL_1	9.45496e-01	441279	25438	390535	31139	19605	63071	3530	3748	1014	45136	17935	2.82487e+01	2.45727e+01	3.74825e+01	3.24828e+01	50744	2.51664e+00	1.58832e+00	9.41836e-01
207CY_KS_1	8.91500e-01	416078	50639	370037	26778	19263	59162	2784	3358	1283	42682	16480	2.95398e+01	2.90027e+01	5.85264e+01	2.87339e+01	46041	2.58993e+00	1.39013e+00	8.29065e-01
148BO_DB_1	8.94555e-01	417504	49213	369563	30608	17333	58940	2876	3458	627	42511	16429	3.48627e+01	3.33290e+01	6.38193e+01	2.83057e+01	47941	2.58756e+00	1.76588e+00	8.31695e-01
206CX_AP_1	9.01628e-01	420805	45912	372319	31528	16958	58847	2958	3639	33	42351	16496	3.96303e+01	3.98099e+01	6.70235e+01	2.84987e+01	48486	2.56735e+00	1.85918e+00	8.12861e-01
245DR_ST_1	9.21363e-01	430016	36701	379731	32172	18113	61095	3241	4062	494	43924	17171	5.77093e+01	5.53266e+01	7.61034e+01	2.80034e+01	50285	2.55803e+00	1.77618e+00	7.97883e-01
257Z_JP_1	9.03301e-01	421586	45131	371793	32200	17593	60109	3077	4200	38	43162	16947	4.20830e+01	3.93581e+01	6.99918e+01	2.82128e+01	49793	2.54688e+00	1.83027e+00	7.32619e-01
132BI_MM_1	8.92498e-01	416544	50173	368497	29671	18376	59852	2954	3617	1412	43100	16752	3.34078e+01	3.24307e+01	6.22108e+01	2.81641e+01	48047	2.57283e+00	1.61466e+00	8.16699e-01
240DQ_AB_1	8.98125e-01	419170	47547	372657	29439	17074	57415	2816	3356	25	41348	16067	3.59858e+01	3.62869e+01	6.40210e+01	2.86176e+01	46513	2.57347e+00	1.72420e+00	8.39094e-01
209DA_JK_1	8.92556e-01	416571	50146	370951	27388	18232	57647	2813	3392	819	41504	16143	3.27506e+01	3.26686e+01	6.16674e+01	2.85219e+01	45620	2.57102e+00	1.50219e+00	8.29304e-01
334FP_RG_1	9.81640e-01	458148	8569	402243	35952	19953	67754	3697	4407	568	48405	19349	3.15073e+01	2.77462e+01	6.14666e+01	2.76559e+01	55905	2.50168e+00	1.80183e+00	8.38893e-01
330FL_RM_1	9.78201e-01	456543	10174	399573	37149	19821	69007	3517	4267	712	49327	19680	3.10909e+01	2.85664e+01	6.06099e+01	2.80349e+01	56970	2.50645e+00	1.87422e+00	8.24232e-01
161BU_SD_1	8.91236e-01	415955	50762	369096	29932	16927	57498	2796	3492	81	41333	16165	3.31568e+01	3.32030e+01	6.17493e+01	2.86165e+01	46859	2.55694e+00	1.76830e+00	8.00687e-01
365CX_MP_1	9.82220e-01	458419	8298	401232	37305	19882	68906	3626	4537	644	49161	19745	3.52965e+01	3.11274e+01	6.45718e+01	2.72457e+01	57187	2.48979e+00	1.87632e+00	7.99207e-01
90AG_WH_1	9.01199e-01	420605	46112	375107	28514	16984	56564	2846	3072	444	40921	15643	3.98409e+01	3.96661e+01	6.57714e+01	2.88890e+01	45498	2.61593e+00	1.67887e+00	9.26432e-01
328FK_MR_1	9.79512e-01	457155	9562	401772	35121	20262	67587	3679	4379	346	48308	19279	3.01071e+01	2.66577e+01	5.99994e+01	2.78957e+01	55383	2.50573e+00	1.73334e+00	8.40146e-01
12D_HE_1	8.91039e-01	415863	50854	368680	29933	17250	58436	2766	3231	31	41902	16534	3.16793e+01	2.94792e+01	6.11490e+01	2.90841e+01	47183	2.53429e+00	1.73525e+00	8.56082e-01
76W_CJ_1	8.90028e-01	415391	51326	367786	30504	17101	58310	2902	3494	1294	42013	16297	3.13970e+01	2.96701e+01	6.10119e+01	2.81678e+01	47605	2.57796e+00	1.78376e+00	8.30567e-01
19F_DR_1	9.01401e-01	420699	46018	372846	31060	16793	58436	2828	3382	269	41701	16735	4.05280e+01	3.86564e+01	6.82872e+01	2.85604e+01	47853	2.49184e+00	1.84958e+00	8.36192e-01
371CP_DS_1	9.85430e-01	459917	6800	401469	37948	20500	70086	3904	4958	318	50031	20055	4.51880e+01	4.22466e+01	7.09187e+01	2.62058e+01	58448	2.49469e+00	1.85112e+00	7.87414e-01
79Z_CP_1	8.92213e-01	416411	50306	368941	30703	16767	58045	2807	3385	24	41844	16201	3.21190e+01	3.03768e+01	6.15197e+01	2.82272e+01	47470	2.58280e+00	1.83116e+00	8.29247e-01
267ED_KH_1	9.82021e-01	458326	8391	401403	36979	19944	67840	4175	4852	620	48475	19365	3.44101e+01	3.08442e+01	6.42818e+01	2.69053e+01	56923	2.50323e+00	1.85414e+00	8.60470e-01
21G_JS_1	8.99108e-01	419629	47088	371899	30127	17603	59255	2752	3326	228	42418	16837	3.88465e+01	3.78193e+01	6.66667e+01	2.88124e+01	47730	2.51933e+00	1.71147e+00	8.27420e-01
6B_CK_1	8.98101e-01	419159	47558	371158	30476	17525	59350	2835	3341	41	42309	17041	3.83701e+01	3.67187e+01	6.65524e+01	2.89394e+01	48001	2.48278e+00	1.73900e+00	8.48548e-01
125BF_KT_1	8.91712e-01	416177	50540	370264	28995	16918	56523	2808	3500	223	40742	15781	3.26726e+01	3.23429e+01	6.13008e+01	2.83938e+01	45913	2.58171e+00	1.71386e+00	8.02286e-01
341FW_CP_1	9.81768e-01	458208	8509	401599	36449	20160	68573	3702	4494	588	48903	19670	3.26526e+01	2.76923e+01	6.31976e+01	2.74380e+01	56609	2.48617e+00	1.80799e+00	8.23765e-01
74V_AC_1	8.89648e-01	415214	51503	368773	29891	16550	56787	2841	3363	252	40989	15798	2.97932e+01	2.74968e+01	5.95730e+01	2.82035e+01	46441	2.59457e+00	1.80610e+00	8.44781e-01
75V_HC_1	8.93381e-01	416956	49761	369860	30646	16450	57266	2903	3377	248	41168	16098	3.19867e+01	2.98643e+01	6.17918e+01	2.83570e+01	47096	2.55734e+00	1.86298e+00	8.59639e-01
137BL_SK_1	8.96194e-01	418269	48448	369870	30809	17590	59455	2994	3540	58	42780	16675	3.53737e+01	3.39967e+01	6.43648e+01	2.80984e+01	48399	2.56552e+00	1.75151e+00	8.45763e-01
116AZ_TC_1	8.92065e-01	416342	50375	368143	30810	17389	59196	2894	3498	1266	42551	16645	3.27781e+01	3.19875e+01	6.16864e+01	2.81229e+01	48199	2.55638e+00	1.77181e+00	8.27330e-01
321FG_CH_1	9.79067e-01	456947	9770	401178	35282	20487	68311	3568	4377	616	48876	19435	3.20340e+01	2.95119e+01	6.13471e+01	2.77837e+01	55769	2.51484e+00	1.72217e+00	8.15170e-01
172CC_HS_1	8.94928e-01	417678	49039	370086	30654	16938	58220	2863	3447	879	41846	16374	3.44826e+01	3.33250e+01	6.34526e+01	2.82408e+01	47592	2.55564e+00	1.80978e+00	8.30577e-01
27I_AK_1	8.98564e-01	419375	47342	369930	32060	17385	60372	2913	3545	45	43172	17200	3.65523e+01	3.63363e+01	6.48843e+01	2.86807e+01	49445	2.51000e+00	1.84412e+00	8.21721e-01
350HF_AE_1	9.76887e-01	455930	10787	394959	40579	20392	73183	3786	4394	4507	52390	20793	2.96588e+01	2.71073e+01	5.91979e+01	2.84550e+01	60971	2.51960e+00	1.98995e+00	8.61629e-01
230DK_CB_1	8.93674e-01	417093	49624	359521	39197	18375	68820	3258	3869	7321	49762	19058	3.46993e+01	3.50306e+01	6.34631e+01	2.91384e+01	57572	2.61108e+00	2.13317e+00	8.42078e-01
283ES_DS_1	9.79864e-01	457319	9398	401294	35982	20043	67290	3990	4788	631	48146	19144	3.18370e+01	2.94939e+01	6.18154e+01	2.73826e+01	56025	2.51494e+00	1.79524e+00	8.33333e-01
218DG_NC_1	8.95429e-01	417912	48805	371287	29608	17017	57432	2851	3359	207	41358	16074	3.40499e+01	3.32705e+01	6.31274e+01	2.85727e+01	46625	2.57297e+00	1.73991e+00	8.48765e-01
123BF_TT_1	8.94420e-01	417441	49276	369944	30687	16810	57823	2896	3588	33	41708	16115	3.51363e+01	3.28995e+01	6.45717e+01	2.82007e+01	47497	2.58815e+00	1.82552e+00	8.07135e-01
166BY_HP_1	8.96031e-01	418193	48524	369745	32158	16290	58277	2981	3480	21	41988	16289	3.56455e+01	3.45159e+01	6.46221e+01	2.83780e+01	48448	2.57769e+00	1.97409e+00	8.56609e-01
98AN_ET_1	8.93338e-01	416936	49781	369299	30806	16831	58275	2798	3395	417	41903	16372	3.24823e+01	3.09359e+01	6.19756e+01	2.83131e+01	47637	2.55943e+00	1.83031e+00	8.24153e-01
82AC_JC_1	8.90212e-01	415477	51240	369378	29248	16851	56787	2758	3405	457	40827	15960	3.07733e+01	2.93437e+01	6.00837e+01	2.80889e+01	46099	2.55808e+00	1.73568e+00	8.09985e-01
143BN_BB_1	8.95858e-01	418112	48605	371443	29698	16971	57430	2809	3401	34	41412	16018	3.47612e+01	3.37153e+01	6.35512e+01	2.80924e+01	46669	2.58534e+00	1.74993e+00	8.25934e-01
48N_MaL_1	8.98720e-01	419448	47269	371472	28603	19373	60954	2865	3530	741	43487	17467	3.85562e+01	3.69429e+01	6.68286e+01	2.87122e+01	47976	2.48967e+00	1.47644e+00	8.11615e-01
304EZ_KC_1	9.80858e-01	457783	8934	401476	35785	20522	67919	4053	4857	348	48570	19349	3.30209e+01	2.99057e+01	6.30791e+01	2.70244e+01	56307	2.51021e+00	1.74374e+00	8.34466e-01
277EN_AJ_1	9.82203e-01	458411	8306	400326	37896	20189	69081	4218	4975	728	49290	19791	3.69861e+01	3.40603e+01	6.61466e+01	2.66936e+01	58085	2.49053e+00	1.87706e+00	8.47839e-01
57Q_BR_1	8.78888e-01	410192	56525	365530	28297	16365	55565	2522	2940	104	40083	15482	2.97204e+01	3.23343e+01	5.69176e+01	2.79464e+01	44662	2.58901e+00	1.72912e+00	8.57823e-01
88AF_AHT_1	8.90289e-01	415513	51204	368842	30301	16370	56979	2753	3309	224	41139	15840	3.07313e+01	2.88789e+01	6.03380e+01	2.83517e+01	46671	2.59716e+00	1.85101e+00	8.31973e-01
318FE_GT_1	9.79326e-01	457068	9649	401029	35777	20262	67598	3968	4735	356	48292	19306	2.84070e+01	2.45028e+01	5.91483e+01	2.76989e+01	56039	2.50140e+00	1.76572e+00	8.38015e-01
331FM_MC_1	9.76172e-01	455596	11121	400984	34760	19852	66811	3509	4144	617	47720	19091	2.90713e+01	2.59298e+01	5.84179e+01	2.83034e+01	54612	2.49961e+00	1.75096e+00	8.46766e-01
210DB_BW_1	8.95361e-01	417880	48837	370760	30400	16720	57689	2832	3319	666	41579	16110	3.48513e+01	3.51815e+01	6.33875e+01	2.85606e+01	47120	2.58094e+00	1.81818e+00	8.53269e-01
111AW_GP_1	8.95305e-01	417854	48863	371135	29894	16825	57191	2863	3490	451	41292	15899	3.39088e+01	3.23926e+01	6.31826e+01	2.82512e+01	46719	2.59714e+00	1.77676e+00	8.20344e-01
297EW_BP_1	9.77933e-01	456418	10299	400716	35821	19881	67046	3904	4633	68	47844	19202	2.89227e+01	2.56837e+01	5.91834e+01	2.77156e+01	55702	2.49162e+00	1.80177e+00	8.42651e-01
332FN_JC_1	9.82868e-01	458721	7996	401668	36306	20747	69193	3868	4739	617	49293	19900	3.48060e+01	3.10621e+01	6.45210e+01	2.72505e+01	57053	2.47704e+00	1.74994e+00	8.16206e-01
77X_FC_1	8.92157e-01	416385	50332	369909	29741	16735	57001	2808	3402	720	41114	15887	3.23646e+01	3.02547e+01	6.19078e+01	2.81924e+01	46476	2.58790e+00	1.77717e+00	8.25397e-01
315FD_VF_1	9.74736e-01	454926	11791	398401	33713	22812	70682	3988	4667	759	50411	20271	4.10558e+01	4.46221e+01	6.49479e+01	2.92833e+01	56525	2.48685e+00	1.47786e+00	8.54510e-01
308FB_MW_1	9.80275e-01	457511	9206	401995	35789	19727	66347	4053	4843	80	47553	18794	3.17122e+01	2.91102e+01	6.17529e+01	2.72540e+01	55516	2.53022e+00	1.81421e+00	8.36878e-01
117BA_RD_1	8.91731e-01	416186	50531	369707	29591	16888	57069	2817	3481	416	41199	15870	3.18658e+01	2.98851e+01	6.13116e+01	2.81585e+01	46479	2.59603e+00	1.75219e+00	8.09250e-01
324AI_PM_1	9.78882e-01	456861	9856	400282	36133	20446	69025	3668	4332	407	49233	19792	3.08874e+01	2.78193e+01	6.05299e+01	2.78994e+01	56579	2.48752e+00	1.76724e+00	8.46722e-01
153BR_JB_2	8.96359e-01	418346	48371	371419	29678	17249	57702	2929	3545	36	41399	16303	3.52670e+01	3.51773e+01	6.36821e+01	2.79743e+01	46927	2.53935e+00	1.72056e+00	8.26234e-01
254DZ_WP_DNA	8.87722e-01	414315	52402	367551	28733	18031	58362	2863	3570	431	41980	16382	3.27947e+01	2.99348e+01	6.27392e+01	2.93732e+01	46764	2.56257e+00	1.59353e+00	8.01961e-01
101AO_GS_1	8.96556e-01	418438	48279	370099	30983	17356	59004	3022	3669	449	42421	16583	3.81672e+01	3.68732e+01	6.67134e+01	2.82910e+01	48339	2.55810e+00	1.78515e+00	8.23658e-01
263AB_MaM_1	9.22465e-01	430530	36187	380542	31828	18160	61099	3077	3972	271	43863	17236	3.59670e+01	3.46031e+01	6.46629e+01	2.92886e+01	49988	2.54485e+00	1.75264e+00	7.74673e-01
250DV_LR_1	9.84312e-01	459395	7322	402531	36582	20282	68574	3849	4723	588	48860	19714	4.14569e+01	3.89717e+01	6.85642e+01	2.64730e+01	56864	2.47844e+00	1.80367e+00	8.14948e-01
316FD_SF_1	9.79709e-01	457247	9470	401039	32733	23475	70564	4197	4922	710	50569	19995	3.18848e+01	2.96389e+01	6.17220e+01	2.72261e+01	56208	2.52908e+00	1.39438e+00	8.52702e-01
200CU_NA_1	8.90786e-01	415745	50972	368687	30107	16951	57750	2895	3364	805	41653	16097	3.06568e+01	2.93295e+01	5.99077e+01	2.82133e+01	47058	2.58763e+00	1.77612e+00	8.60583e-01
193CP_LS_1	8.94141e-01	417311	49406	369480	30366	17465	58831	2879	3586	25	42344	16487	3.46249e+01	3.27930e+01	6.39501e+01	2.83074e+01	47831	2.56833e+00	1.73868e+00	8.02844e-01
59R_AM_1	8.78106e-01	409827	56890	364513	28353	16961	56688	2550	3037	37	40841	15847	2.96325e+01	3.26491e+01	5.67620e+01	2.79659e+01	45314	2.57721e+00	1.67166e+00	8.39644e-01
136BK_RN_1	8.92344e-01	416472	50245	371038	27294	18140	57258	2870	3446	415	41115	16143	3.15486e+01	2.92218e+01	6.11649e+01	2.81709e+01	45434	2.54692e+00	1.50463e+00	8.32850e-01
58Q_JiD_1	8.80531e-01	410959	55758	366063	28227	16669	55949	2529	3087	137	40220	15729	3.19610e+01	3.55299e+01	5.84407e+01	2.78206e+01	44896	2.55706e+00	1.69338e+00	8.19242e-01
173CD_KA_1	8.90120e-01	415434	51283	368134	30607	16693	57772	2794	3427	838	41583	16189	3.17096e+01	3.00514e+01	6.11237e+01	2.82303e+01	47300	2.56860e+00	1.83352e+00	8.15290e-01
167BZ_SP_1	8.93773e-01	417139	49578	371438	29077	16624	56218	2758	3349	23	40529	15689	3.28971e+01	3.12491e+01	6.21885e+01	2.81300e+01	45701	2.58327e+00	1.74910e+00	8.23529e-01
16E_MD_1	8.92509e-01	416549	50168	369143	30156	17250	58557	2785	3314	173	41939	16618	3.44854e+01	3.24845e+01	6.36924e+01	2.91901e+01	47406	2.52371e+00	1.74817e+00	8.40374e-01
68T_DR_1	8.95418e-01	417907	48810	371787	29727	16393	56242	2853	3418	245	40399	15843	3.54315e+01	3.46581e+01	6.42417e+01	2.80812e+01	46120	2.54996e+00	1.81340e+00	8.34699e-01
266EC_TJ_1	9.22045e-01	430334	36383	381338	31399	17597	59664	3004	3925	302	42815	16849	3.64557e+01	3.43801e+01	6.55846e+01	2.92407e+01	48996	2.54110e+00	1.78434e+00	7.65350e-01
154BR_KB_1	9.00589e-01	420320	46397	373429	29762	17129	57903	2803	3314	282	41726	16177	3.08916e+01	2.76652e+01	6.05085e+01	3.00272e+01	46891	2.57934e+00	1.73752e+00	8.45806e-01
221DH_MB_1	8.95292e-01	417848	48869	370939	30175	16734	57355	2808	3480	240	41238	16117	3.47015e+01	3.41056e+01	6.36325e+01	2.87147e+01	46909	2.55866e+00	1.80322e+00	8.06897e-01
138BL_RK_1	8.95153e-01	417783	48934	369591	30949	17243	58911	2880	3644	530	42415	16496	3.48332e+01	3.34426e+01	6.39105e+01	2.81343e+01	48192	2.57123e+00	1.79487e+00	7.90340e-01
319FE_NC_1	9.79525e-01	457161	9556	401093	36145	19923	67220	4009	4762	346	48140	19080	3.13477e+01	2.87492e+01	6.14402e+01	2.73859e+01	56068	2.52306e+00	1.81423e+00	8.41873e-01
190CO_SMA_2	8.98330e-01	419266	47451	370626	31917	16723	58591	3039	3733	446	42041	16550	4.00380e+01	3.93879e+01	6.77319e+01	2.79935e+01	48640	2.54024e+00	1.90857e+00	8.14091e-01
231DL_SS_1	8.90512e-01	415617	51100	369315	29608	16694	57056	2725	3215	239	41225	15831	2.94305e+01	2.88740e+01	5.85236e+01	2.87638e+01	46302	2.60407e+00	1.77357e+00	8.47589e-01
1A_EL_1	8.98917e-01	419540	47177	370786	31630	17124	59632	2851	3395	36	42617	17015	3.93265e+01	3.77832e+01	6.73497e+01	2.86169e+01	48754	2.50467e+00	1.84712e+00	8.39764e-01
271EH_BK_1	9.81404e-01	458038	8679	401658	36323	20057	67457	4160	4820	582	48214	19243	3.57922e+01	3.29627e+01	6.49273e+01	2.68416e+01	56380	2.50553e+00	1.81099e+00	8.63071e-01
274EK_AE_1	9.73695e-01	454440	12277	399417	33348	21675	68578	3837	4283	1673	49008	19570	3.26885e+01	3.27534e+01	5.54571e+01	3.10725e+01	55023	2.50424e+00	1.53855e+00	8.95867e-01
202CW_CS_1	8.93803e-01	417153	49564	370535	29841	16777	57071	2847	3477	225	40920	16151	3.36724e+01	3.25491e+01	6.28547e+01	2.80652e+01	46618	2.53359e+00	1.77869e+00	8.18809e-01
264AB_CM_1	8.96792e-01	418548	48169	369816	31568	17164	59026	2928	3942	278	42470	16556	3.49096e+01	3.30308e+01	6.43241e+01	2.83914e+01	48732	2.56523e+00	1.83920e+00	7.42770e-01
305EZ_KM_1	9.78055e-01	456475	10242	400856	35502	20117	67176	3916	4644	366	48009	19167	2.89793e+01	2.51427e+01	5.95733e+01	2.76054e+01	55619	2.50477e+00	1.76478e+00	8.43239e-01
352HH_LR_1	9.81355e-01	458015	8702	402058	35436	20521	68322	3759	4397	598	48591	19731	3.21358e+01	2.82434e+01	6.16893e+01	2.76194e+01	55957	2.46267e+00	1.72682e+00	8.54901e-01
109AU_MS_1	9.00051e-01	420069	46648	372876	30226	16967	57738	2880	3542	233	41500	16238	3.59163e+01	3.48141e+01	6.47373e+01	2.81234e+01	47193	2.55573e+00	1.78146e+00	8.13100e-01
251DW_SD_DNA	8.93184e-01	416864	49853	369813	29922	17129	57570	2980	3630	399	41337	16233	3.34219e+01	3.03995e+01	6.35479e+01	2.92448e+01	47051	2.54648e+00	1.74686e+00	8.20937e-01
298EW_MP_1	9.78569e-01	456715	10002	400466	36099	20150	67746	3961	4692	449	48354	19392	2.82398e+01	2.36471e+01	5.91316e+01	2.76996e+01	56249	2.49350e+00	1.79151e+00	8.44203e-01
228DJ_SH_1	8.96618e-01	418467	48250	370573	31043	16851	58406	2905	3434	354	41998	16408	3.59389e+01	3.62741e+01	6.42399e+01	2.85662e+01	47894	2.55961e+00	1.84221e+00	8.45952e-01
147BO_CB_1	8.88549e-01	414701	52016	368935	29237	16529	56283	2634	3378	245	40607	15676	3.07924e+01	3.07969e+01	5.92540e+01	2.83206e+01	45766	2.59039e+00	1.76883e+00	7.79751e-01
171CB_CR_1	8.91673e-01	416159	50558	369460	29657	17042	57478	2858	3405	427	41411	16067	3.38449e+01	3.35482e+01	6.23598e+01	2.86188e+01	46699	2.57739e+00	1.74023e+00	8.39354e-01
53P_BP_1	8.82393e-01	411828	54889	366271	28507	17050	56672	2624	3311	60	40825	15847	3.11331e+01	3.44720e+01	5.80390e+01	2.79249e+01	45557	2.57620e+00	1.67196e+00	7.92510e-01
20F_AR_1	8.95228e-01	417818	48899	370964	29590	17264	58089	2739	3290	264	41604	16485	3.57402e+01	3.39676e+01	6.44669e+01	2.89707e+01	46854	2.52375e+00	1.71397e+00	8.32523e-01
222DH_RB_1	8.97036e-01	418662	48055	371585	30240	16837	57704	2817	3393	220	41497	16207	3.67489e+01	3.72900e+01	6.46089e+01	2.84767e+01	47077	2.56044e+00	1.79604e+00	8.30239e-01
17E_PD_1	9.00361e-01	420214	46503	371980	30899	17335	59258	2787	3524	41	42316	16942	3.72234e+01	3.69623e+01	6.53354e+01	2.85415e+01	48234	2.49770e+00	1.78246e+00	7.90863e-01
224DI_EB_1	8.91260e-01	415966	50751	363443	35553	16970	63049	2960	3484	77	45469	17580	3.12108e+01	3.10933e+01	6.02552e+01	2.89878e+01	52523	2.58641e+00	2.09505e+00	8.49598e-01
219DG_GC_1	8.96325e-01	418330	48387	371935	29769	16626	56914	2805	3302	242	40997	15917	3.47158e+01	3.55173e+01	6.27907e+01	2.84955e+01	46395	2.57567e+00	1.79051e+00	8.49485e-01
195CR_LH_1	8.98069e-01	419144	47573	371839	30417	16888	57644	2979	3570	27	41488	16156	3.78311e+01	3.65914e+01	6.63084e+01	2.80710e+01	47305	2.56796e+00	1.80110e+00	8.34454e-01
97AM_JS_1	8.95161e-01	417787	48930	369153	32902	15732	57993	2907	3466	977	41797	16196	3.56751e+01	3.44832e+01	6.46346e+01	2.83983e+01	48634	2.58070e+00	2.09141e+00	8.38719e-01
204H_AM_1	8.94291e-01	417381	49336	370647	29839	16895	57592	2737	3300	20	41516	16076	3.23646e+01	3.20371e+01	6.12202e+01	2.87271e+01	46734	2.58248e+00	1.76614e+00	8.29394e-01
361CQ_AA_1	9.83594e-01	459060	7657	400501	37227	21332	71394	3854	4643	1236	50991	20403	3.72062e+01	3.38549e+01	6.56505e+01	2.70432e+01	58559	2.49919e+00	1.74512e+00	8.30067e-01
122BE_DB_1	8.94028e-01	417258	49459	371199	29139	16920	56885	2699	3395	461	40955	15930	3.26713e+01	3.12029e+01	6.17731e+01	2.81975e+01	46059	2.57094e+00	1.72216e+00	7.94993e-01
256Z_GeP_1	9.32143e-01	435047	31670	385330	31195	18522	61234	3055	3950	54	44025	17209	3.19913e+01	3.06192e+01	6.12381e+01	2.92775e+01	49717	2.55825e+00	1.68421e+00	7.73418e-01
31J_JH_1	8.93415e-01	416972	49745	369488	30814	16670	57906	2855	3393	135	41356	16550	3.70034e+01	3.47143e+01	6.57587e+01	2.90815e+01	47484	2.49885e+00	1.84847e+00	8.41438e-01
278EO_BS_1	9.84757e-01	459603	7114	400891	38436	20276	69725	4265	4998	883	49681	20044	3.71906e+01	3.48962e+01	6.63869e+01	2.65673e+01	58712	2.47860e+00	1.89564e+00	8.53341e-01
42M_ShW_2	8.98230e-01	419219	47498	372457	29540	17222	57766	2804	3414	25	41654	16112	3.58301e+01	3.54114e+01	6.42157e+01	2.81518e+01	46762	2.58528e+00	1.71525e+00	8.21324e-01
