Sample	callRate	nCalled	nNotCalled	nHomRef	nHet	nHomVar	nSNP	nInsertion	nDeletion	nSingleton	nTransition	nTransversion	dpMean	dpStDev	gqMean	gqStDev	nNonRef	rTiTv	rHetHomVar	rInsertionDeletion
1798NIH	9.81340e-01	34322477	652649	28905997	3819658	1596822	5757907	600786	654606	4308	3846267	1911640	2.96767e+01	4.36504e+01	7.13674e+01	3.28166e+01	5416480	2.01202e+00	2.39204e+00	9.17783e-01
1016NIH	9.78082e-01	34208545	766581	29354265	3092519	1761761	5417867	559689	638484	3219	3606884	1810983	2.87835e+01	5.00184e+01	6.92139e+01	3.24509e+01	4854280	1.99167e+00	1.75536e+00	8.76590e-01
2600NIH	9.84167e-01	34421356	553770	29459825	3213026	1748505	5468814	593544	647678	11204	3642997	1825817	3.95488e+01	6.04333e+01	8.17930e+01	3.09614e+01	4961531	1.99527e+00	1.83758e+00	9.16418e-01
1830NIH	9.81681e-01	34334405	640721	29261542	3352785	1720078	5559929	587118	645894	91585	3699242	1860687	3.10624e+01	4.97771e+01	7.36706e+01	3.21645e+01	5072863	1.98811e+00	1.94921e+00	9.09001e-01
1843NIH	9.80563e-01	34295305	679821	29416177	3150152	1728976	5413874	564634	629596	3200	3609908	1803966	3.02662e+01	5.57287e+01	7.18302e+01	3.20287e+01	4879128	2.00110e+00	1.82198e+00	8.96820e-01
1771NIH	9.80535e-01	34294332	680794	29452249	3012700	1829383	5480005	562245	629215	12535	3655582	1824423	3.37605e+01	5.89070e+01	7.63118e+01	3.22245e+01	4842083	2.00369e+00	1.64684e+00	8.93566e-01
176NIH	9.87491e-01	34537634	437492	29103361	3736603	1697670	5749123	671741	711079	5358	3822465	1926658	5.43413e+01	6.88327e+01	8.65509e+01	2.81123e+01	5434273	1.98399e+00	2.20102e+00	9.44678e-01
1314NIH	9.87596e-01	34541288	433838	29327953	3506125	1707210	5542967	670691	706885	5994	3676594	1866373	4.85928e+01	4.94476e+01	8.62149e+01	2.87113e+01	5213335	1.96991e+00	2.05372e+00	9.48798e-01
1770NIH	9.81161e-01	34316218	658908	29340671	3255523	1720024	5473027	576607	645937	15496	3652974	1820053	3.11276e+01	5.19884e+01	7.38030e+01	3.21052e+01	4975547	2.00707e+00	1.89272e+00	8.92668e-01
1448NIH	9.79669e-01	34264048	711078	29244481	3312596	1706971	5496480	579616	650441	24453	3664380	1832100	3.19774e+01	4.85970e+01	7.54663e+01	3.17177e+01	5019567	2.00010e+00	1.94063e+00	8.91112e-01
2596NIH	9.81129e-01	34315120	660006	29480174	3126972	1707974	5378362	549813	614745	5452	3592300	1786062	3.05531e+01	5.02897e+01	7.24885e+01	3.25509e+01	4834946	2.01130e+00	1.83081e+00	8.94376e-01
833NIH	9.81927e-01	34343020	632106	29438172	3198176	1706672	5386141	584979	640397	41649	3593725	1792416	3.07520e+01	3.49691e+01	7.37316e+01	3.17235e+01	4904848	2.00496e+00	1.87393e+00	9.13463e-01
1608NIH	9.82218e-01	34353207	621919	29435865	3198290	1719052	5417607	580007	638778	40834	3606136	1811471	3.03985e+01	5.11149e+01	7.21529e+01	3.23658e+01	4917342	1.99072e+00	1.86050e+00	9.07995e-01
2404NIH	9.68946e-01	33889021	1086105	29034888	3291077	1563056	5296071	549274	571844	158206	3547949	1748122	3.62158e+01	7.91220e+01	4.87591e+01	3.76202e+01	4854133	2.02958e+00	2.10554e+00	9.60531e-01
1839NIH	9.81837e-01	34339876	635250	29414653	3173295	1751928	5452321	579505	645324	19586	3633942	1818379	3.30499e+01	5.81036e+01	7.47175e+01	3.26029e+01	4925223	1.99845e+00	1.81132e+00	8.98006e-01
1413NIH	9.79850e-01	34270376	704750	29273384	3318805	1678187	5480780	563146	631252	29500	3660371	1820409	3.11292e+01	4.99183e+01	7.31076e+01	3.24107e+01	4996992	2.01074e+00	1.97761e+00	8.92110e-01
1328NIH	9.85110e-01	34454360	520766	29352216	3359272	1742872	5563171	610292	671553	3268	3703727	1859444	4.03693e+01	6.04120e+01	8.22930e+01	3.07484e+01	5102144	1.99185e+00	1.92743e+00	9.08777e-01
2399NIH	9.82373e-01	34358605	616521	29455195	3199572	1703838	5401281	569232	636735	2884	3600052	1801229	3.30763e+01	5.28963e+01	7.48312e+01	3.28060e+01	4903410	1.99866e+00	1.87786e+00	8.93986e-01
1493NIH	9.81238e-01	34318913	656213	29320303	3269339	1729271	5480806	595765	651309	13616	3641030	1839776	2.92041e+01	3.92237e+01	7.09662e+01	3.20639e+01	4998610	1.97906e+00	1.89059e+00	9.14719e-01
1457NIH	9.78812e-01	34234062	741064	29296788	3244146	1693128	5469432	558691	602279	5994	3644815	1824617	2.94232e+01	3.71226e+01	7.21233e+01	3.21938e+01	4937274	1.99758e+00	1.91607e+00	9.27628e-01
1712NIH	9.80452e-01	34291421	683705	29297382	3263803	1730236	5465310	590037	668928	4018	3645019	1820291	2.96208e+01	5.22960e+01	7.05489e+01	3.27068e+01	4994039	2.00244e+00	1.88633e+00	8.82064e-01
1017NIH	9.82052e-01	34347378	627748	29486671	3104587	1756120	5415206	572704	628916	8233	3610331	1804875	3.25196e+01	5.13473e+01	7.52154e+01	3.25671e+01	4860707	2.00032e+00	1.76787e+00	9.10621e-01
1619NIH	9.82286e-01	34355593	619533	29387065	3271557	1696971	5470127	567831	627541	4463	3641075	1829052	3.13538e+01	4.96021e+01	7.18642e+01	3.25730e+01	4968528	1.99069e+00	1.92788e+00	9.04851e-01
1252NIH	9.83984e-01	34414970	560156	29348492	3368082	1698396	5462617	623388	678868	2961	3633604	1829013	3.30693e+01	3.87910e+01	7.76901e+01	3.14305e+01	5066478	1.98665e+00	1.98310e+00	9.18276e-01
1782NIH	9.83362e-01	34393216	581910	29384808	3243357	1765051	5499487	601016	672956	14456	3659455	1840032	3.58826e+01	5.62022e+01	7.88442e+01	3.20755e+01	5008408	1.98880e+00	1.83754e+00	8.93099e-01
1593NIH	9.82630e-01	34367617	607509	29340465	3300335	1726817	5516968	587544	649457	8535	3668303	1848665	3.20255e+01	5.01163e+01	7.48829e+01	3.23863e+01	5027152	1.98430e+00	1.91122e+00	9.04670e-01
2597NIH	9.82606e-01	34366774	608352	29431658	3213258	1721858	5435238	580058	641678	7100	3616457	1818781	3.11814e+01	5.31056e+01	7.40995e+01	3.19489e+01	4935116	1.98840e+00	1.86616e+00	9.03971e-01
1258NIH	9.88027e-01	34556353	418773	29451959	3317343	1787051	5523452	669074	698917	53841	3666743	1856709	5.02874e+01	5.09348e+01	8.62588e+01	2.84362e+01	5104394	1.97486e+00	1.85632e+00	9.57301e-01
1011NIH	9.87793e-01	34548199	426927	29456159	3353299	1738741	5462586	664538	703654	4207	3628503	1834083	5.15406e+01	5.14075e+01	8.60331e+01	2.86328e+01	5092040	1.97837e+00	1.92858e+00	9.44410e-01
1801NIH	9.80307e-01	34286368	688758	28488251	3989227	1808890	6246195	651981	708830	63116	4162264	2083931	2.81693e+01	3.46228e+01	6.93350e+01	3.21308e+01	5798117	1.99731e+00	2.20535e+00	9.19799e-01
1630NIH	9.83540e-01	34399440	575686	29154509	3636035	1608896	5638827	581186	633812	89160	3768817	1870010	3.36072e+01	5.06874e+01	7.36517e+01	3.29712e+01	5244931	2.01540e+00	2.25996e+00	9.16969e-01
1534NIH	9.87267e-01	34529793	445333	29361065	3455049	1713679	5516681	670016	695709	61685	3663213	1853468	5.03965e+01	5.06986e+01	8.59898e+01	2.87962e+01	5168728	1.97641e+00	2.01616e+00	9.63069e-01
1499NIH	9.80813e-01	34304056	671070	29368214	3213618	1722224	5421344	590986	645736	2837	3613444	1807900	2.90647e+01	3.94526e+01	7.05265e+01	3.17403e+01	4935842	1.99870e+00	1.86597e+00	9.15213e-01
2519NIH	9.82412e-01	34359983	615143	29317290	3299161	1743532	5529909	600824	655490	69634	3689234	1840675	3.27599e+01	4.51875e+01	7.63741e+01	3.16499e+01	5042693	2.00428e+00	1.89223e+00	9.16603e-01
1482NIH	9.78110e-01	34209535	765591	29399178	3014241	1796116	5425327	574534	606612	2532	3625205	1800122	3.00767e+01	3.92380e+01	7.21616e+01	3.18177e+01	4810357	2.01387e+00	1.67820e+00	9.47119e-01
2612NIH	9.82492e-01	34362779	612347	29402302	3275417	1685060	5410735	582495	652307	41304	3609810	1800925	3.12135e+01	4.96879e+01	7.48840e+01	3.15297e+01	4960477	2.00442e+00	1.94380e+00	8.92977e-01
1250NIH	9.82753e-01	34371922	603204	29429981	3153723	1788218	5464890	603926	661343	14166	3639748	1825142	3.07408e+01	3.95395e+01	7.38401e+01	3.19630e+01	4941941	1.99423e+00	1.76361e+00	9.13181e-01
2603NIH	9.78530e-01	34224196	750930	29348168	3174961	1701067	5378487	566029	632578	35254	3593548	1784939	3.00182e+01	4.01054e+01	7.25242e+01	3.17800e+01	4876028	2.01326e+00	1.86645e+00	8.94797e-01
758NIH	9.79713e-01	34265579	709547	29365736	3173020	1726823	5428090	566630	631946	33339	3627600	1800490	2.86694e+01	3.86469e+01	7.12260e+01	3.17579e+01	4899843	2.01478e+00	1.83749e+00	8.96643e-01
1682NIH	9.88290e-01	34565566	409560	29437140	3407178	1721248	5485398	660467	703806	3772	3647418	1837980	5.03987e+01	6.12330e+01	8.59986e+01	2.85268e+01	5128426	1.98447e+00	1.97948e+00	9.38422e-01
1861NIH	9.79659e-01	34263692	711434	29414241	2961973	1887478	5550033	564180	622715	34324	3699563	1850470	3.17606e+01	5.81677e+01	7.38529e+01	3.24916e+01	4849451	1.99926e+00	1.56928e+00	9.06000e-01
1852NIH	9.88946e-01	34588522	386604	29396568	3491891	1700063	5507716	682073	702225	4765	3659677	1848039	6.43986e+01	5.74225e+01	8.83183e+01	2.71035e+01	5191954	1.98030e+00	2.05398e+00	9.71303e-01
1478NIH	9.77384e-01	34184129	790997	29350769	3093054	1740306	5454781	535537	583347	27953	3638452	1816329	2.98581e+01	5.04128e+01	7.14158e+01	3.25183e+01	4833360	2.00319e+00	1.77730e+00	9.18042e-01
1907NIH	9.87493e-01	34537693	437433	29454661	3362677	1720355	5500026	621902	681457	37300	3663186	1836840	5.15358e+01	6.83248e+01	8.60794e+01	2.89299e+01	5083032	1.99429e+00	1.95464e+00	9.12606e-01
1807NIH	9.83777e-01	34407741	567385	29362821	3295311	1749609	5520860	607593	666074	16030	3671126	1849734	3.74831e+01	5.88258e+01	7.98715e+01	3.14594e+01	5044920	1.98468e+00	1.88346e+00	9.12200e-01
1329NIH	9.81664e-01	34333838	641288	29352912	3286766	1694160	5465849	578342	630895	15735	3641728	1824121	3.09189e+01	3.97184e+01	7.45153e+01	3.20608e+01	4980926	1.99643e+00	1.94006e+00	9.16701e-01
1824NIH	9.84618e-01	34437128	537998	29431772	3254806	1750550	5456117	617348	682441	41531	3635108	1821009	3.62667e+01	5.52348e+01	8.01501e+01	3.11963e+01	5005356	1.99621e+00	1.85930e+00	9.04617e-01
1461NIH	9.82930e-01	34378089	597037	29347470	3303079	1727540	5508251	597892	652014	3176	3664643	1843608	3.15032e+01	4.88969e+01	7.46628e+01	3.17400e+01	5030619	1.98776e+00	1.91201e+00	9.16993e-01
2620NIH	9.81218e-01	34318240	656886	29262585	3361130	1694525	5451471	619526	679179	43264	3632965	1818506	3.21788e+01	4.17860e+01	7.50620e+01	3.19332e+01	5055655	1.99777e+00	1.98352e+00	9.12169e-01
1591NIH	9.79945e-01	34273700	701426	29310141	3258843	1704716	5455866	579029	633379	55668	3634830	1821036	2.88712e+01	3.94764e+01	7.08934e+01	3.15396e+01	4963559	1.99602e+00	1.91166e+00	9.14190e-01
1808NIH	9.84020e-01	34416215	558911	29321694	3399493	1695028	5521157	608467	659924	4184	3674331	1846826	3.81571e+01	5.48999e+01	8.07058e+01	3.12615e+01	5094521	1.98954e+00	2.00557e+00	9.22026e-01
1483NIH	9.80909e-01	34307404	667722	29477007	2989109	1841288	5436758	589747	645180	2768	3624838	1811920	2.88768e+01	4.00144e+01	7.05982e+01	3.17384e+01	4830397	2.00055e+00	1.62338e+00	9.14081e-01
1853NIH	9.83368e-01	34393411	581715	29408411	3287207	1697793	5447156	584476	651161	15396	3629611	1817545	3.21794e+01	5.51777e+01	7.50919e+01	3.18387e+01	4985000	1.99699e+00	1.93616e+00	8.97591e-01
2398NIH	9.81365e-01	34323360	651766	29419535	3153928	1749897	5414280	586369	653071	11188	3610318	1803962	3.00473e+01	3.73465e+01	7.31053e+01	3.16384e+01	4903825	2.00133e+00	1.80235e+00	8.97864e-01
2518NIH	9.83274e-01	34390115	585011	29380808	3171440	1837867	5531074	624885	691213	57132	3682437	1848637	3.27479e+01	3.99753e+01	7.67450e+01	3.16326e+01	5009307	1.99197e+00	1.72561e+00	9.04041e-01
1488NIH	9.89399e-01	34604348	370778	29401757	3476151	1726440	5551327	674102	703602	4721	3685903	1865424	6.67853e+01	7.84649e+01	8.83380e+01	2.68621e+01	5202591	1.97591e+00	2.01348e+00	9.58073e-01
1655NIH	9.89385e-01	34603868	371258	29357596	3549510	1696762	5554563	683480	704990	5754	3682503	1872060	6.55401e+01	7.16600e+01	8.83432e+01	2.69449e+01	5246272	1.96709e+00	2.09193e+00	9.69489e-01
1481NIH	9.82266e-01	34354874	620252	29406544	3202252	1746078	5439555	598611	656241	7324	3624467	1815088	3.05987e+01	3.88016e+01	7.39279e+01	3.17291e+01	4948330	1.99685e+00	1.83397e+00	9.12182e-01
1480NIH	9.81583e-01	34330976	644150	29333677	3283553	1713746	5474880	589790	646375	8432	3643869	1831011	3.00474e+01	4.05471e+01	7.23633e+01	3.19169e+01	4997299	1.99009e+00	1.91601e+00	9.12458e-01
1849NIH	9.82227e-01	34353502	621624	28801825	3881202	1670475	5911131	621446	689575	82039	3940043	1971088	3.25495e+01	5.54902e+01	7.53437e+01	3.19497e+01	5551677	1.99892e+00	2.32341e+00	9.01201e-01
1812NIH	9.89385e-01	34603864	371262	29447899	3441881	1714084	5517898	668411	683740	4827	3661112	1856786	6.83844e+01	7.74147e+01	8.84280e+01	2.68622e+01	5155965	1.97175e+00	2.00800e+00	9.77581e-01
219NIH	9.81883e-01	34341499	633627	29407167	3195728	1738604	5436254	590177	646505	2543	3626136	1810118	3.41984e+01	5.62154e+01	7.75979e+01	3.16015e+01	4934332	2.00326e+00	1.83810e+00	9.12873e-01
1477NIH	9.81817e-01	34339179	635947	29417057	3125256	1796866	5458232	597615	663141	29437	3638603	1819629	2.88378e+01	3.80912e+01	7.10928e+01	3.11772e+01	4922122	1.99964e+00	1.73928e+00	9.01188e-01
1012NIH	9.79897e-01	34272026	703100	29351009	3226964	1694053	5410725	570153	634190	8549	3597535	1813190	2.91175e+01	3.96511e+01	7.03366e+01	3.24377e+01	4921017	1.98409e+00	1.90488e+00	8.99026e-01
894NIH	9.82740e-01	34371441	603685	29383026	3235740	1752675	5460431	601817	678841	8519	3639350	1821081	3.08314e+01	4.97838e+01	7.25704e+01	3.22447e+01	4988415	1.99846e+00	1.84617e+00	8.86536e-01
2393NIH	9.82701e-01	34370089	605037	29395959	3281870	1692260	5440056	581499	644835	3538	3618839	1821217	3.28906e+01	5.41817e+01	7.57124e+01	3.21985e+01	4974130	1.98704e+00	1.93934e+00	9.01780e-01
1714NIH	9.81505e-01	34328270	646856	29269082	3352966	1706222	5542392	581146	641871	22189	3686622	1855770	3.12020e+01	5.01471e+01	7.32813e+01	3.26971e+01	5059188	1.98657e+00	1.96514e+00	9.05394e-01
1822NIH	9.82730e-01	34371094	604032	29374125	3283929	1713040	5477092	589596	643319	26055	3649729	1827363	3.57480e+01	5.08559e+01	7.95463e+01	3.15649e+01	4996969	1.99727e+00	1.91702e+00	9.16491e-01
1446NIH	9.81168e-01	34316484	658642	29324317	3243523	1748644	5488534	598593	653684	7774	3650329	1838205	3.04127e+01	3.99995e+01	7.28020e+01	3.24172e+01	4992167	1.98581e+00	1.85488e+00	9.15722e-01
2397NIH	9.84730e-01	34441040	534086	29408863	3321973	1710204	5456151	617235	668993	12204	3626114	1830037	4.18610e+01	5.38131e+01	8.38022e+01	3.01254e+01	5032177	1.98144e+00	1.94244e+00	9.22633e-01
1832NIH	9.83982e-01	34414895	560231	29454957	3231620	1728318	5402632	606848	678775	35366	3598120	1804512	3.53050e+01	5.49895e+01	7.86934e+01	3.17312e+01	4959938	1.99396e+00	1.86981e+00	8.94034e-01
1458NIH	9.88893e-01	34586663	388463	29346118	3495910	1744635	5596800	685452	702928	6327	3709370	1887430	6.47277e+01	6.63289e+01	8.78246e+01	2.74388e+01	5240545	1.96530e+00	2.00381e+00	9.75138e-01
1623NIH	9.82416e-01	34360139	614987	29387886	3262265	1709988	5473456	575517	633267	12587	3645460	1827996	2.92384e+01	5.01862e+01	7.03201e+01	3.19721e+01	4972253	1.99424e+00	1.90777e+00	9.08806e-01
1693NIH	9.80990e-01	34310232	664894	29353916	3215916	1740400	5475601	578328	642787	15526	3641155	1834446	2.96960e+01	4.88785e+01	7.08285e+01	3.24596e+01	4956316	1.98488e+00	1.84780e+00	8.99720e-01
1636NIH	9.82734e-01	34371258	603868	29367895	3277863	1725500	5476987	596139	655735	44072	3648881	1828106	3.16149e+01	4.11781e+01	7.56326e+01	3.18934e+01	5003363	1.99599e+00	1.89966e+00	9.09116e-01
989NIH	9.83343e-01	34392533	582593	29400840	3288125	1703568	5437560	588569	669130	3884	3622554	1815006	3.25275e+01	5.46289e+01	7.48840e+01	3.20347e+01	4991693	1.99589e+00	1.93014e+00	8.79603e-01
988NIH	9.84410e-01	34429855	545271	29445815	3276715	1707325	5420387	602377	668600	1980	3614441	1805946	3.42981e+01	5.24894e+01	7.83489e+01	3.14237e+01	4984040	2.00141e+00	1.91921e+00	9.00953e-01
1490NIH	9.81796e-01	34338440	636686	29335821	3257758	1744861	5499755	595535	652188	26153	3657658	1842097	2.96455e+01	5.00323e+01	7.13808e+01	3.19630e+01	5002619	1.98559e+00	1.86706e+00	9.13134e-01
1620NIH	9.88106e-01	34559148	415978	29389288	3465827	1704033	5514694	658897	700302	3560	3662800	1851894	4.56385e+01	4.52119e+01	8.55871e+01	2.90972e+01	5169860	1.97787e+00	2.03390e+00	9.40876e-01
1845NIH	9.80449e-01	34291317	683809	29382332	3203711	1705274	5395694	571664	646900	20413	3598766	1796928	2.83447e+01	4.77905e+01	6.90231e+01	3.19495e+01	4908985	2.00273e+00	1.87871e+00	8.83698e-01
1777NIH	9.81600e-01	34331583	643543	29267362	3337574	1726647	5487760	616983	686123	15718	3662738	1825022	2.93223e+01	3.80822e+01	7.17605e+01	3.17760e+01	5064221	2.00696e+00	1.93298e+00	8.99231e-01
1629NIH	9.81209e-01	34317906	657220	29306829	3309489	1701588	5445631	598569	668463	54857	3635796	1809835	3.11304e+01	5.43695e+01	7.08146e+01	3.28619e+01	5011077	2.00891e+00	1.94494e+00	8.95441e-01
1508NIH	9.82987e-01	34380089	595037	29378117	3306849	1695123	5427061	606332	663702	40301	3610316	1816745	3.11429e+01	3.87585e+01	7.43229e+01	3.21480e+01	5001972	1.98724e+00	1.95080e+00	9.13561e-01
1831NIH	9.82668e-01	34368948	606178	29396031	3277259	1695658	5440620	579272	648683	47334	3623155	1817465	3.21480e+01	5.15727e+01	7.51838e+01	3.22609e+01	4972917	1.99352e+00	1.93274e+00	8.92997e-01
2599NIH	9.85963e-01	34484197	490929	29459636	3274001	1750560	5468049	621053	686019	3770	3636742	1831307	4.10760e+01	5.99675e+01	8.27794e+01	3.04841e+01	5024561	1.98587e+00	1.87026e+00	9.05300e-01
342NIH	9.82985e-01	34380030	595096	29397815	3232633	1749582	5428224	616018	687554	3771	3618212	1810012	3.22031e+01	4.46963e+01	7.49314e+01	3.17064e+01	4982215	1.99900e+00	1.84766e+00	8.95956e-01
1586NIH	9.89356e-01	34602865	372261	29438997	3368091	1795777	5561987	687876	709782	5780	3689177	1872810	6.61286e+01	6.97406e+01	8.84546e+01	2.67215e+01	5163868	1.96986e+00	1.87556e+00	9.69137e-01
1840NIH	9.87750e-01	34546678	428448	29410319	3406040	1730319	5489078	669159	708439	4339	3646160	1842918	4.81870e+01	4.84157e+01	8.57444e+01	2.88054e+01	5136359	1.97847e+00	1.96845e+00	9.44554e-01
1240NIH	9.81800e-01	34338587	636539	29407187	3110562	1820838	5487459	598994	665785	13322	3658583	1828876	3.13561e+01	5.07559e+01	7.41858e+01	3.19215e+01	4931400	2.00045e+00	1.70831e+00	8.99681e-01
1856_451NIH	9.80564e-01	34295353	679773	29366177	3164629	1764547	5456767	589631	647324	4134	3632611	1824156	3.13386e+01	4.47937e+01	7.29577e+01	3.23517e+01	4929176	1.99139e+00	1.79345e+00	9.10875e-01
1587NIH	9.80143e-01	34280622	694504	29412937	3095881	1771804	5445807	566418	627263	2181	3636788	1809019	3.11430e+01	5.17005e+01	7.35094e+01	3.21679e+01	4867685	2.01036e+00	1.74730e+00	9.02999e-01
1805NIH	9.88432e-01	34570551	404575	29372250	3464949	1733352	5539259	684251	708142	5083	3675758	1863501	6.59771e+01	5.66703e+01	8.82678e+01	2.70455e+01	5198301	1.97250e+00	1.99899e+00	9.66262e-01
1621NIH	9.79847e-01	34270264	704862	29247609	3253696	1768959	5508813	609987	672813	15627	3661244	1847569	2.73663e+01	3.62912e+01	6.74317e+01	3.20220e+01	5022655	1.98165e+00	1.83933e+00	9.06622e-01
1672NIH	9.86943e-01	34518441	456685	29417892	3407035	1693514	5442501	649626	701935	3830	3615435	1827066	4.32587e+01	5.89755e+01	8.48321e+01	2.94410e+01	5100549	1.97882e+00	2.01181e+00	9.25479e-01
1491NIH	9.87767e-01	34547270	427856	29473529	3184988	1888753	5566963	684388	711142	5094	3694626	1872337	6.21761e+01	5.56736e+01	8.77110e+01	2.75955e+01	5073741	1.97327e+00	1.68629e+00	9.62379e-01
571NIH	9.81475e-01	34327208	647918	29422114	3170690	1734404	5423540	584279	631677	22833	3620105	1803435	3.23761e+01	4.86469e+01	7.47703e+01	3.21815e+01	4905094	2.00734e+00	1.82812e+00	9.24965e-01
1147NIH	9.82779e-01	34372829	602297	29395854	3244202	1732773	5461541	585441	662765	52078	3644806	1816735	3.23156e+01	5.66364e+01	7.44297e+01	3.23271e+01	4976975	2.00624e+00	1.87226e+00	8.83331e-01
1455NIH	9.81693e-01	34334828	640298	29284170	3322043	1728615	5489505	616785	672979	6355	3649978	1839527	3.17563e+01	4.11737e+01	7.52634e+01	3.21752e+01	5050658	1.98419e+00	1.92179e+00	9.16500e-01
2618NIH	9.82183e-01	34351964	623162	29366583	3278689	1706692	5389547	610469	692055	36848	3595608	1793939	2.88805e+01	3.72984e+01	7.11345e+01	3.12234e+01	4985381	2.00431e+00	1.92108e+00	8.82111e-01
1802NIH	9.88162e-01	34561074	414052	28860692	4130774	1569608	5857584	684033	728372	7433	3894244	1963340	4.56492e+01	5.46428e+01	8.48581e+01	2.92683e+01	5700382	1.98348e+00	2.63172e+00	9.39126e-01
1316NIH	9.79956e-01	34274079	701047	29344259	3177785	1752035	5482499	565496	633860	26169	3658406	1824093	3.10589e+01	5.30553e+01	7.26131e+01	3.25681e+01	4929820	2.00560e+00	1.81377e+00	8.92147e-01
1492NIH	9.81840e-01	34339986	635140	29333990	3293729	1712267	5475746	594684	647830	14986	3644694	1831052	3.03024e+01	3.97917e+01	7.26228e+01	3.17739e+01	5005996	1.99049e+00	1.92361e+00	9.17963e-01
2075NIH	9.84571e-01	34435489	539637	28929941	3843996	1661552	5845609	629149	692342	67118	3896136	1949473	3.83938e+01	5.26717e+01	8.11328e+01	3.17284e+01	5505548	1.99856e+00	2.31350e+00	9.08726e-01
1751NIH	9.86059e-01	34487543	487583	29422122	3355761	1709660	5463550	625899	685629	37403	3633667	1829883	4.34961e+01	6.10076e+01	8.34163e+01	3.04115e+01	5065421	1.98574e+00	1.96282e+00	9.12883e-01
2528NIH	9.79680e-01	34264443	710683	29104485	3462722	1697236	5596194	591113	669885	56905	3730039	1866155	2.99983e+01	5.11458e+01	7.18313e+01	3.27015e+01	5159958	1.99878e+00	2.04021e+00	8.82410e-01
1857NIH	9.81192e-01	34317328	657798	29429100	3118858	1769370	5448515	576368	632712	27218	3631392	1817123	2.97888e+01	4.35268e+01	7.13224e+01	3.20510e+01	4888228	1.99843e+00	1.76269e+00	9.10948e-01
1331NIH	9.83974e-01	34414599	560527	29286744	3432072	1695783	5534744	618860	670032	3986	3677930	1856814	3.35030e+01	4.22247e+01	7.76616e+01	3.18970e+01	5127855	1.98077e+00	2.02389e+00	9.23628e-01
1823NIH	9.82940e-01	34378462	596664	29363383	3300872	1714207	5495146	586643	647497	28937	3657302	1837844	3.47849e+01	5.60103e+01	7.70309e+01	3.22600e+01	5015079	1.99000e+00	1.92560e+00	9.06017e-01
2074NIH	9.87310e-01	34531290	443836	28794312	4062403	1674575	5972416	703271	735864	87601	3971175	2001241	5.07780e+01	5.16983e+01	8.59542e+01	2.87873e+01	5736978	1.98436e+00	2.42593e+00	9.55708e-01
1476NIH	9.90725e-01	34650723	324403	29455395	3451076	1744252	5538282	702794	698502	10080	3679253	1859029	6.52594e+01	6.24074e+01	8.81330e+01	2.72578e+01	5195328	1.97913e+00	1.97854e+00	1.00614e+00
1496NIH	9.87356e-01	34532896	442230	29354993	3447045	1730858	5530711	670988	707061	5832	3670723	1859988	5.11094e+01	4.87591e+01	8.58968e+01	2.89436e+01	5177903	1.97352e+00	1.99152e+00	9.48982e-01
766NIH	9.82569e-01	34365488	609638	29483973	3178727	1702788	5371234	577480	635588	18375	3587594	1783640	3.17215e+01	3.80355e+01	7.59028e+01	3.14231e+01	4881515	2.01139e+00	1.86678e+00	9.08576e-01
1401NIH	9.84574e-01	34435615	539511	29445030	3290847	1699738	5421077	608822	660424	37198	3609431	1811646	3.82406e+01	5.36614e+01	8.15001e+01	3.07341e+01	4990585	1.99235e+00	1.93609e+00	9.21865e-01
1783NIH	9.83151e-01	34385846	589280	29379680	3268156	1738010	5471274	601567	671333	13423	3643706	1827568	3.29193e+01	4.41296e+01	7.67929e+01	3.21404e+01	5006166	1.99375e+00	1.88040e+00	8.96078e-01
1656NIH	9.84303e-01	34426134	548992	29480534	3206202	1739398	5449468	588097	647432	20332	3631517	1817951	3.72346e+01	5.60017e+01	7.99498e+01	3.14184e+01	4945600	1.99759e+00	1.84328e+00	9.08353e-01
1753NIH	9.90917e-01	34657463	317663	29590868	3231394	1835201	5536336	680919	684539	5055	3675881	1860455	7.92349e+01	8.01752e+01	8.92374e+01	2.60564e+01	5066595	1.97580e+00	1.76078e+00	9.94712e-01
1841NIH	9.79211e-01	34248034	727092	29340434	3220482	1687118	5419365	557800	617553	12282	3612795	1806570	2.85674e+01	4.92729e+01	6.92579e+01	3.17523e+01	4907600	1.99981e+00	1.90887e+00	9.03242e-01
1677NIH	9.83860e-01	34410634	564492	29445635	3213928	1751071	5419016	615425	681629	34447	3611380	1807636	3.33549e+01	4.36175e+01	7.68014e+01	3.20724e+01	4964999	1.99785e+00	1.83541e+00	9.02874e-01
1498NIH	9.82611e-01	34366957	608169	29325098	3306577	1735282	5479996	618065	679078	15431	3653704	1826292	3.12117e+01	4.01138e+01	7.50487e+01	3.12839e+01	5041859	2.00061e+00	1.90550e+00	9.10153e-01
1684NIH	9.81805e-01	34338762	636364	29338723	3248029	1752010	5477391	607710	666948	42204	3643086	1834305	2.89146e+01	4.02251e+01	7.12534e+01	3.15632e+01	5000039	1.98609e+00	1.85389e+00	9.11180e-01
1855NIH	9.82809e-01	34373879	601247	29388912	3291890	1693077	5457392	577694	642958	3266	3638919	1818473	3.26779e+01	5.33378e+01	7.57458e+01	3.22003e+01	4984967	2.00108e+00	1.94432e+00	8.98494e-01
